500 428
227 192 186
227 197 189
240 213 206
87 69 59
40 27 18
43 37 25
43 36 26
14 10 0
24 15 6
20 12 1
24 12 0
46 33 17
213 191 177
233 207 192
229 197 186
245 211 201
239 206 197
244 214 204
239 210 202
233 206 197
237 213 203
238 214 204
244 217 208
234 207 198
232 208 198
233 209 199
236 209 200
241 214 205
228 201 192
240 213 204
242 215 208
236 209 202
241 214 205
239 212 203
238 211 202
233 206 197
240 213 204
241 214 205
234 209 202
241 217 207
229 201 190
223 195 183
233 205 194
234 206 195
232 204 193
232 204 193
233 205 193
233 205 193
234 206 195
236 208 197
236 208 197
234 206 195
240 212 201
236 208 197
236 208 197
232 204 193
230 203 192
234 207 196
241 213 202
239 212 201
239 215 205
239 217 206
242 219 211
236 213 205
237 217 206
241 221 210
237 217 208
243 223 214
239 219 208
241 219 206
247 219 208
238 208 197
244 216 205
240 212 201
245 216 208
245 218 207
240 213 202
246 223 209
239 217 203
240 217 201
240 215 195
241 214 193
234 207 186
241 214 193
238 211 190
235 208 187
241 214 193
237 210 189
238 211 190
237 210 189
243 214 198
234 205 189
247 218 202
241 212 196
240 211 195
240 211 195
243 214 198
245 216 200
235 206 192
240 211 197
239 211 199
239 211 199
238 210 198
244 216 204
244 216 202
235 208 191
252 225 208
243 216 197
239 212 193
240 213 194
245 220 198
242 217 195
240 215 193
241 216 194
245 220 198
246 221 199
234 209 189
241 216 196
239 216 198
242 219 201
232 209 193
236 213 197
244 218 203
239 216 200
242 219 201
238 217 198
245 219 204
239 213 198
240 217 199
236 213 195
238 212 197
243 217 202
240 214 197
242 216 199
243 217 202
245 219 204
238 212 197
243 217 202
241 218 202
243 217 202
241 214 197
242 213 197
245 216 200
244 215 199
244 217 198
240 213 194
245 218 199
242 215 196
246 221 201
245 223 202
238 215 199
237 216 199
235 213 199
233 211 197
234 213 196
233 212 195
246 225 208
246 225 208
246 225 208
244 223 206
241 219 205
244 222 208
236 214 201
241 219 206
236 214 201
240 218 205
243 221 208
241 219 206
242 220 206
240 218 204
244 221 205
235 212 196
242 219 203
245 222 206
244 218 203
241 215 200
230 207 189
238 215 197
237 214 198
241 218 202
239 217 203
241 219 205
237 215 201
233 211 197
243 222 205
238 217 200
248 226 212
241 219 205
241 220 203
249 228 209
242 217 197
250 225 203
240 213 194
247 220 201
243 214 196
244 215 197
235 208 189
232 205 186
244 219 199
226 205 184
254 237 219
136 123 107
21 8 0
29 15 12
18 7 3
26 15 11
33 22 18
24 13 9
17 6 4
21 7 4
41 23 19
40 20 13
181 158 150
251 224 213
243 214 200
249 220 204
248 220 206
243 220 204
245 223 210
246 227 213
244 222 209
244 222 209
248 226 212
246 224 210
242 220 207
249 227 214
248 226 213
240 218 205
247 223 211
246 223 209
236 214 200
242 221 204
238 217 200
244 223 206
232 211 194
235 214 195
245 224 205
243 222 201
237 214 198
243 220 204
243 222 205
239 218 201
247 226 209
238 217 200
242 221 204
249 228 211
242 220 206
244 222 208
243 222 205
252 231 214
247 226 209
251 230 213
243 221 207
240 218 204
242 220 207
244 222 209
240 218 204
239 217 203
238 217 200
240 219 200
246 224 203
240 218 195
238 216 193
238 216 193
244 222 199
246 224 201
243 218 196
242 217 195
243 218 196
245 220 198
235 213 190
246 224 201
240 218 194
245 223 199
247 222 200
242 217 195
241 219 196
240 218 195
238 213 191
239 217 194
247 225 204
242 221 200
242 219 201
242 219 201
243 222 203
239 218 199
240 217 199
239 216 198
240 219 200
243 220 202
237 212 192
245 218 199
242 215 194
248 221 200
244 219 197
238 216 195
246 228 208
123 107 91
23 11 0
30 20 10
21 8 0
22 9 1
24 11 3
23 10 1
26 13 4
41 27 14
35 18 2
118 100 80
247 225 202
243 221 198
241 220 203
243 221 207
243 224 210
250 231 217
241 223 211
245 227 215
247 231 218
251 235 222
242 228 215
245 229 214
248 231 215
241 222 205
241 222 207
249 230 215
250 231 214
240 221 204
249 226 212
245 223 209
248 226 212
245 226 211
239 222 206
242 225 209
246 229 211
245 228 210
243 224 209
244 225 210
246 229 211
239 222 204
236 219 203
249 232 216
234 216 202
238 220 206
241 223 209
246 228 214
242 224 210
244 226 212
244 226 212
244 226 212
246 228 214
249 231 217
249 231 219
250 232 220
249 231 217
246 228 214
246 228 214
240 222 208
247 230 214
247 230 214
250 232 220
243 225 211
248 230 216
253 236 220
247 230 214
246 229 213
242 223 208
243 224 209
245 227 213
246 228 214
245 228 212
245 227 213
243 225 213
245 227 217
251 235 222
249 233 220
248 234 221
192 178 165
42 30 18
38 26 14
36 21 14
36 23 15
49 36 30
34 24 15
34 24 15
35 23 11
60 41 27
127 104 90
243 215 201
239 213 198
249 231 211
248 233 212
244 231 214
248 235 218
246 233 217
241 228 212
249 236 220
247 234 218
247 234 218
247 234 218
250 237 221
247 234 217
250 233 217
251 234 216
248 229 214
247 228 213
241 224 206
251 234 216
240 223 205
244 227 207
247 230 210
242 226 203
251 233 213
239 221 201
236 218 196
234 216 194
245 227 207
249 231 211
247 229 209
244 226 206
239 221 201
247 229 209
242 225 209
247 230 214
247 229 215
241 224 208
246 229 213
248 231 213
253 238 219
252 237 218
228 195 190
243 212 207
237 212 205
80 62 52
35 22 13
27 19 8
38 31 21
28 21 11
22 13 4
24 14 4
27 15 3
59 43 28
214 192 178
243 217 204
235 203 192
243 209 200
251 218 209
245 215 207
244 215 207
241 214 205
239 212 203
242 215 204
248 221 212
239 212 201
239 212 203
239 212 201
242 215 206
240 213 202
240 213 204
238 211 202
239 212 203
239 212 203
239 211 200
236 209 198
243 215 204
229 202 191
235 207 196
240 213 202
241 214 205
236 209 198
231 203 191
232 202 191
234 204 193
232 202 191
237 207 196
232 204 192
230 200 189
235 207 195
241 211 200
226 198 186
229 199 188
240 212 200
226 198 186
230 202 190
239 211 199
227 199 187
229 201 189
237 209 197
239 211 199
231 203 191
241 217 205
234 210 198
235 211 201
240 216 206
244 222 209
242 220 207
239 217 206
245 223 212
236 214 201
231 207 195
245 217 205
239 211 199
239 211 199
237 209 197
248 220 209
240 214 201
237 214 200
242 219 203
234 213 196
239 216 200
243 218 198
239 212 193
233 206 187
244 217 198
237 210 191
230 203 182
241 214 195
245 218 197
239 212 193
237 210 191
250 221 205
239 210 194
246 217 201
240 211 195
241 212 198
242 213 197
239 210 196
242 213 199
241 212 198
249 220 206
244 216 204
241 213 201
235 207 195
241 213 199
245 217 203
248 221 204
247 220 203
237 210 191
242 215 196
238 211 190
240 215 193
239 214 192
240 215 193
243 218 196
243 218 196
247 222 202
238 213 193
243 217 200
240 217 199
244 221 203
239 216 198
242 219 201
244 218 203
240 214 197
239 216 198
237 214 196
244 218 201
243 217 200
247 221 204
244 218 201
238 212 195
243 217 200
242 216 199
242 215 198
234 206 192
251 223 209
240 214 199
237 211 194
240 214 199
247 221 204
243 214 196
234 206 185
245 216 198
235 207 186
242 215 194
246 219 198
241 214 193
241 214 193
241 216 194
247 222 202
239 216 198
243 222 205
241 218 202
232 211 194
236 213 197
242 221 204
243 220 204
237 216 199
244 221 205
241 220 203
236 213 199
240 218 204
238 215 201
239 217 203
233 209 197
244 222 208
245 221 209
240 218 204
249 227 213
242 219 203
241 218 202
241 218 202
245 219 204
238 212 195
242 216 201
246 220 203
233 207 190
239 216 198
241 218 200
237 214 198
234 211 195
