500 396
218 209 180
238 229 200
196 182 156
137 121 96
126 109 83
130 112 88
122 104 84
163 148 129
163 154 137
190 183 164
232 224 205
234 228 204
241 235 209
226 225 195
227 225 200
230 230 206
225 224 203
226 225 205
222 219 200
195 193 172
183 178 158
212 206 182
190 178 152
176 164 138
177 170 144
166 157 128
166 150 116
164 141 99
152 121 75
160 131 91
164 144 120
167 155 143
40 33 27
10 7 2
21 13 10
15 8 2
35 28 22
113 103 91
62 45 19
117 93 49
173 135 72
204 160 87
208 161 91
177 136 74
188 156 115
114 91 60
141 121 97
149 131 109
89 73 48
189 175 148
225 213 187
222 208 169
222 203 137
156 133 57
179 152 81
255 236 175
235 223 183
245 240 198
248 238 179
255 242 172
255 240 168
255 239 164
252 236 161
241 229 153
222 210 134
237 228 151
234 226 153
242 234 159
228 220 139
234 224 137
231 220 128
229 217 117
240 228 120
237 227 116
233 222 114
239 229 134
251 237 166
235 216 137
210 188 69
239 216 86
255 235 123
247 230 140
254 243 181
255 245 199
249 237 197
235 222 169
223 203 117
190 171 79
205 192 122
250 241 186
255 251 212
236 227 194
245 238 209
250 243 214
248 241 215
238 231 205
218 211 185
246 239 213
250 244 218
250 244 218
232 222 195
254 244 217
252 242 217
245 238 212
252 246 224
237 235 212
186 183 164
240 239 218
246 248 226
234 237 210
234 233 205
243 242 211
245 240 210
252 247 217
245 239 213
238 232 208
228 223 203
234 230 205
252 247 218
253 248 216
245 239 207
223 217 183
242 233 200
246 240 204
239 233 197
250 246 211
236 230 198
226 219 190
244 237 208
233 228 198
245 239 213
229 227 202
141 140 119
161 162 144
193 194 178
239 237 222
247 242 222
244 238 216
244 238 214
227 223 196
216 212 185
243 242 212
241 236 206
250 245 213
251 245 211
255 250 214
255 248 215
253 244 211
251 242 209
254 245 212
253 247 211
244 238 202
243 233 198
228 219 186
219 209 182
235 228 202
214 208 184
159 153 127
193 187 161
255 253 224
251 244 215
248 241 212
250 245 216
250 245 216
252 247 218
251 247 218
243 239 214
198 197 169
217 216 186
242 241 210
244 239 207
231 226 194
161 154 126
231 226 197
255 250 224
249 249 225
229 233 218
206 213 205
186 195 192
203 207 206
196 189 183
134 124 114
108 100 87
72 69 54
149 155 143
225 236 222
203 209 195
218 221 202
237 236 208
247 241 207
251 242 203
226 218 172
245 237 191
245 238 192
235 230 190
233 229 192
243 240 209
243 243 215
244 247 220
243 247 224
244 245 227
218 219 201
220 220 196
232 231 201
224 222 183
210 206 158
209 199 140
211 201 130
227 218 139
216 206 121
203 187 109
219 203 126
237 225 153
241 231 162
206 191 126
198 183 116
216 199 129
241 228 150
248 235 157
241 230 150
255 239 162
255 241 164
244 226 152
219 201 119
225 203 104
212 190 79
235 212 96
248 227 102
247 224 92
253 229 95
251 223 98
249 219 97
253 221 100
237 208 82
242 215 82
244 222 85
240 217 85
242 220 85
233 210 72
240 214 77
248 219 91
250 220 96
247 218 92
245 215 85
242 204 69
237 198 58
241 205 57
247 214 61
244 211 58
245 215 65
243 217 78
240 217 101
222 201 118
202 183 124
198 182 131
238 225 172
237 223 152
223 209 121
