500 495
207 206 139
222 221 165
226 227 193
220 222 198
227 226 196
229 228 198
229 227 204
234 232 211
234 233 213
238 237 217
241 240 220
238 237 219
239 240 224
242 243 229
242 244 231
246 248 235
248 249 235
245 246 232
248 246 233
243 244 230
244 245 231
243 245 231
250 248 233
252 250 235
252 250 235
250 251 235
251 251 239
248 250 236
253 251 238
251 249 234
252 250 235
251 249 234
249 246 229
252 249 230
255 250 231
255 251 229
255 251 229
255 253 228
255 251 226
255 251 226
255 253 230
254 252 229
255 253 232
255 255 234
252 251 230
252 251 230
252 249 230
252 249 230
255 250 234
255 250 234
255 249 233
254 248 232
254 249 230
255 250 231
255 252 232
255 250 230
253 250 233
255 252 235
255 251 237
255 250 234
255 248 229
252 246 224
252 245 227
253 246 228
255 249 233
255 250 234
255 249 233
252 246 230
251 245 229
253 247 231
255 249 235
252 246 230
252 246 230
255 250 231
249 242 224
252 245 227
253 246 230
240 234 218
255 250 236
255 252 237
255 250 234
255 249 233
255 250 234
255 251 235
255 253 236
255 253 236
253 250 231
252 249 230
255 252 237
255 251 239
255 253 241
255 253 241
255 253 241
254 252 239
255 253 241
255 252 240
255 253 238
255 253 240
254 254 244
254 254 246
254 254 246
254 254 246
253 254 248
253 254 248
253 254 248
253 254 248
252 253 248
255 254 241
255 247 220
125 115 88
72 67 63
78 76 81
73 73 75
71 71 73
73 73 75
75 75 75
74 72 73
75 74 72
73 72 70
74 70 67
81 69 69
107 62 59
185 76 73
225 77 73
228 70 67
233 70 65
236 71 67
235 70 64
237 72 66
237 73 64
236 73 64
236 74 63
233 73 61
233 73 61
235 75 63
235 74 64
236 71 65
235 70 66
236 71 67
237 74 69
236 74 71
231 72 66
234 72 67
235 74 66
234 69 63
234 69 63
238 73 67
236 71 65
236 73 64
239 76 67
235 72 63
234 71 62
235 72 63
236 73 64
235 70 64
238 73 67
235 72 63
239 76 67
238 70 67
237 72 68
236 71 69
236 72 71
238 75 78
235 72 73
236 72 70
239 76 71
235 71 69
235 71 70
237 72 70
237 72 70
238 74 72
242 79 74
239 76 71
239 76 69
242 75 69
238 71 65
241 71 71
242 73 70
242 73 70
240 71 64
242 75 66
242 75 66
243 74 69
242 73 68
240 71 66
237 70 62
234 70 61
233 70 61
238 71 62
241 74 65
