500 343
188 175 158
189 176 157
189 178 156
187 177 150
184 179 147
192 188 153
195 189 155
195 186 153
202 193 160
198 185 153
190 177 145
200 185 154
194 183 151
196 185 155
182 175 146
188 178 151
185 174 144
193 178 149
189 172 142
194 179 148
184 175 144
176 171 141
180 175 145
183 177 151
178 172 146
178 172 148
187 181 155
189 182 154
185 176 145
185 176 143
190 184 150
192 188 153
184 184 150
184 181 150
192 185 156
197 185 159
191 179 155
197 185 163
195 191 166
188 184 159
188 184 157
194 189 160
194 189 160
194 189 160
194 187 161
200 192 169
207 196 174
202 191 171
201 190 172
201 190 172
201 193 174
199 191 172
197 190 171
196 190 168
196 188 165
194 188 162
193 189 162
197 195 170
199 197 174
198 196 175
200 197 178
201 196 177
198 192 176
197 190 174
196 190 174
200 194 178
202 197 178
202 195 177
202 195 176
202 194 175
200 188 172
197 185 169
195 183 169
198 186 172
201 189 175
202 190 176
200 192 179
202 194 181
202 194 181
201 194 178
198 190 169
202 194 173
203 192 172
201 190 172
204 192 176
205 193 179
206 194 180
207 195 183
209 197 185
210 198 186
201 193 180
200 192 179
201 194 178
200 193 177
199 190 175
196 187 172
195 188 172
197 190 174
198 191 175
197 190 174
198 191 172
203 195 176
203 195 176
205 194 174
207 195 173
204 192 168
204 192 170
205 192 173
200 189 171
202 190 176
200 191 176
200 192 179
199 193 179
200 197 182
199 197 184
200 196 184
196 192 180
197 189 178
202 189 180
203 190 181
201 191 181
197 189 178
197 189 178
201 193 182
200 197 182
198 195 180
198 195 180
201 198 183
200 197 182
197 194 179
198 194 182
197 193 181
196 190 176
196 190 176
199 192 174
196 191 172
194 193 173
200 199 181
198 197 179
192 186 172
194 186 175
204 194 185
207 198 189
207 200 192
208 205 196
204 204 194
205 205 193
206 206 194
205 205 195
204 204 194
205 202 193
204 201 192
203 199 188
206 199 189
207 201 189
207 199 186
207 198 183
206 197 180
204 193 175
196 185 167
196 189 170
200 193 174
200 193 175
201 194 176
205 196 179
203 194 177
202 191 171
202 191 171
204 194 169
205 193 171
207 192 171
205 189 173
202 189 172
197 188 173
197 190 174
195 189 175
190 187 168
188 183 164
190 183 164
195 183 167
196 184 168
197 183 170
195 181 168
199 185 172
202 186 170
202 186 170
202 189 173
201 188 172
203 192 174
204 193 175
204 195 178
204 195 178
201 194 178
200 191 176
202 193 178
202 190 176
200 192 173
204 193 175
204 192 176
203 190 174
203 194 177
207 198 183
210 198 186
207 197 187
207 199 188
204 198 186
205 198 188
205 199 187
202 194 181
198 191 175
201 194 178
206 199 183
207 200 182
203 196 180
204 195 180
203 191 177
202 190 174
208 195 178
208 195 178
206 193 176
207 196 178
207 196 178
206 195 177
204 191 174
208 192 176
209 192 176
211 192 175
