343 500
211 134 114
212 135 115
214 137 117
221 144 124
226 149 129
227 150 130
223 146 126
217 140 120
215 138 118
215 139 116
216 138 116
218 140 117
218 142 116
214 138 112
209 135 108
208 134 107
213 137 111
217 141 115
218 141 115
216 140 114
215 139 115
211 137 112
212 135 109
213 136 108
220 139 110
229 149 116
232 148 114
232 148 112
235 147 111
235 147 111
232 146 111
228 142 107
227 141 106
231 145 110
236 150 115
233 147 112
231 145 110
230 144 109
229 143 108
228 142 107
230 144 109
230 144 109
230 144 109
230 144 109
230 144 109
227 141 106
228 142 107
228 142 107
228 142 107
228 142 109
227 140 110
229 142 114
231 144 116
233 146 118
235 148 120
236 149 121
228 141 113
224 137 109
228 141 113
235 150 119
238 156 119
236 157 118
235 155 118
235 155 118
235 156 117
232 153 114
232 152 115
232 152 115
232 152 115
232 152 117
235 154 124
232 151 122
230 149 119
225 144 114
223 143 110
228 148 115
235 154 124
232 151 121
225 144 115
228 147 118
232 151 124
232 151 124
232 150 126
232 150 126
232 150 126
234 152 128
231 149 125
232 150 126
235 153 129
242 158 134
240 154 131
235 147 125
239 151 129
243 155 133
237 149 127
243 155 133
249 161 139
242 154 132
237 149 127
242 154 132
247 159 137
245 157 135
243 155 133
240 152 130
238 150 128
240 152 130
239 151 129
239 151 129
238 150 128
238 150 126
242 155 128
241 154 126
239 152 124
242 155 127
245 158 130
241 154 126
240 153 126
239 152 125
237 150 123
236 148 124
235 147 125
236 148 128
239 151 129
241 153 131
242 154 132
242 154 132
242 154 132
242 154 132
242 154 132
242 154 130
242 154 130
242 155 128
239 152 124
236 149 121
235 148 120
239 152 124
239 152 122
239 152 122
239 152 124
239 152 124
239 152 124
239 152 124
239 152 124
239 152 124
239 152 124
235 148 120
234 147 119
226 139 111
224 139 110
230 149 120
227 150 124
224 150 125
224 150 123
224 150 123
224 150 123
225 151 124
225 151 124
226 152 125
230 155 126
231 154 124
235 149 122
236 149 121
236 149 121
237 150 122
236 149 121
241 154 126
240 153 125
239 152 124
237 150 122
236 149 122
233 145 125
233 145 125
234 146 126
233 145 121
233 145 121
239 152 124
239 153 120
239 153 118
239 153 118
239 153 118
238 152 117
235 149 114
234 148 113
235 149 114
238 152 117
241 155 120
241 155 120
241 155 120
241 155 120
240 154 119
241 155 120
241 155 120
241 155 120
241 155 120
240 154 119
244 158 123
249 160 126
251 162 128
249 163 128
246 160 125
246 160 125
249 163 128
253 167 132
252 166 131
249 165 129
254 170 134
255 169 134
252 166 131
250 164 131
248 162 129
246 160 125
243 157 122
242 156 121
243 157 122
245 159 124
249 163 128
247 161 126
247 161 126
251 165 130
254 168 133
249 163 128
242 156 121
246 160 125
254 168 133
252 166 131
252 166 131
253 167 132
253 167 132
251 167 131
251 167 131
251 169 132
251 169 132
251 169 132
251 169 132
249 169 132
248 168 131
252 172 135
254 174 137
252 172 137
249 169 134
250 169 139
247 166 136
246 165 135
248 167 137
250 169 139
245 164 134
251 170 140
255 174 144
254 173 143
250 170 137
255 175 142
253 173 138
252 172 135
253 173 136
254 176 140
255 179 143
255 175 138
252 172 135
254 176 140
255 179 143
255 174 137
255 173 136
253 173 136
253 175 137
254 179 140
252 180 140
250 178 138
247 180 138
249 182 140
252 185 143
246 172 133
246 171 132
248 174 135
253 179 140
255 184 145
251 177 138
251 177 138
252 178 139
254 180 141
254 180 141
253 179 140
252 178 139
253 179 140
253 179 140
253 179 140
253 179 140
255 181 144
255 184 147
255 181 144
254 180 145
255 180 154
255 179 155
253 177 154
251 175 152
249 173 150
254 179 156
255 185 160
255 185 160
253 179 154
248 172 146
251 176 145
249 174 142
248 173 141
249 174 142
252 177 145
250 175 143
250 175 143
250 175 143
250 175 143
250 175 143
254 179 147
254 179 147
253 178 146
251 176 144
250 175 143
255 182 150
255 181 149
253 178 146
249 174 143
247 172 141
254 179 147
249 174 142
245 170 139
252 177 146
255 185 153
251 178 146
251 176 144
250 175 143
248 173 141
248 173 141
250 175 143
250 175 143
250 175 143
250 175 143
250 175 144
254 179 148
251 176 144
254 179 147
255 185 152
254 181 148
253 178 146
255 181 149
255 180 149
252 177 146
249 176 143
255 183 150
254 179 147
251 176 144
253 180 147
255 185 152
255 180 150
252 175 145
249 173 141
252 176 144
255 181 150
252 177 146
255 185 153
253 178 147
241 165 133
241 166 134
252 182 148
255 193 157
255 199 165
255 196 160
252 186 152
251 183 148
251 182 149
251 182 149
251 183 148
249 183 148
255 190 155
254 190 154
251 187 151
253 189 153
255 192 156
253 189 153
253 189 153
254 190 154
254 190 154
255 191 155
254 186 151
253 185 150
251 183 148
250 182 147
247 181 146
252 186 151
253 187 152
255 189 154
255 191 155
255 193 157
254 190 155
250 186 151
246 182 146
250 186 150
254 190 155
255 192 157
254 192 155
253 193 156
254 194 158
255 195 159
255 195 159
254 194 158
255 192 156
255 192 156
254 190 154
254 190 154
252 188 152
251 187 151
254 192 155
255 193 155
250 182 145
249 181 142
251 184 142
248 183 141
248 185 142
249 188 144
243 184 140
255 202 156
243 189 142
190 138 90
180 124 77
175 119 72
203 149 102
254 202 155
255 208 162
241 192 149
248 190 150
251 192 152
251 193 155
252 194 156
251 192 158
252 193 159
253 195 158
253 195 158
253 194 160
248 189 155
247 188 154
250 191 157
254 198 163
255 202 165
253 194 152
241 180 136
242 179 136
253 192 148
255 199 155
253 194 150
255 194 150
255 194 150
253 194 150
255 194 150
254 189 147
252 185 143
253 186 144
244 179 137
229 164 122
200 139 95
157 98 54
136 82 36
172 118 72
216 163 119
229 171 131
234 176 138
248 190 153
252 192 156
243 181 144
219 153 118
212 144 109
186 116 82
173 98 66
185 111 76
218 146 108
250 181 140
255 189 148
253 188 146
