417 500
52 60 45
26 33 25
26 32 30
21 32 28
28 41 34
35 48 39
33 46 36
28 44 41
22 34 34
30 40 31
63 72 51
73 88 59
54 70 43
61 75 50
62 77 48
65 77 53
67 78 61
44 55 39
17 27 16
26 37 29
24 39 32
51 61 50
53 62 45
49 51 37
75 73 58
83 88 66
41 55 32
41 57 31
62 68 34
62 70 29
65 75 38
62 69 35
63 70 36
55 60 38
38 46 33
34 42 29
18 25 17
13 21 10
33 40 32
69 71 57
37 45 24
37 47 20
32 45 25
34 48 33
13 26 17
18 30 28
22 33 35
15 27 27
16 28 28
17 30 23
15 28 21
17 30 23
20 33 26
22 37 30
30 50 41
25 42 36
27 46 40
33 45 41
32 43 39
17 29 25
18 30 26
16 31 26
18 30 26
17 29 29
15 26 28
19 29 21
39 40 26
45 43 18
65 54 24
62 58 21
76 77 37
99 106 65
78 82 59
26 26 14
68 67 46
79 78 34
87 87 25
56 63 29
15 28 19
13 28 25
15 28 34
8 21 29
10 24 25
17 32 29
15 31 21
17 31 18
36 50 35
33 47 30
21 35 20
19 32 22
18 31 21
12 30 14
11 27 17
18 28 29
18 30 30
23 34 26
18 34 21
20 37 31
25 41 38
18 35 27
11 31 19
28 42 27
14 26 12
13 27 12
14 25 21
21 30 27
23 33 25
11 23 21
14 29 26
14 29 22
28 42 25
72 83 53
74 84 50
39 44 21
50 64 41
47 60 42
43 59 46
51 68 52
48 64 38
48 60 40
35 43 30
45 50 28
85 82 47
77 75 27
72 73 33
53 62 35
26 43 27
22 43 38
27 40 33
45 54 35
97 107 70
78 87 44
72 75 44
42 44 30
34 42 29
12 30 16
19 40 21
49 65 38
42 53 23
33 44 27
41 65 51
29 50 33
54 69 50
46 67 48
20 43 25
20 42 29
29 49 37
25 39 22
66 78 42
80 88 47
57 71 35
62 76 40
65 79 43
73 85 47
135 145 110
148 155 122
128 136 97
112 120 79
85 94 49
63 72 29
69 76 42
51 56 33
58 62 47
47 59 39
75 79 46
110 112 62
145 143 92
151 150 104
141 143 103
145 153 116
132 143 109
128 142 109
139 154 123
155 171 142
151 165 140
154 170 144
148 166 140
150 169 141
138 155 137
140 152 132
139 154 121
141 157 121
142 153 123
147 156 129
147 155 131
149 159 135
146 158 134
141 155 132
146 160 143
152 164 152
148 165 147
146 165 145
152 171 152
150 168 152
155 168 158
161 175 162
166 181 162
159 174 151
163 177 152
161 177 151
149 164 143
155 168 148
161 171 146
148 159 129
158 170 134
155 164 133
161 170 141
158 166 142
160 168 145
158 168 143
158 167 140
165 171 145
165 171 143
156 163 129
164 172 133
161 169 130
159 163 126
131 135 98
149 153 116
168 174 136
154 165 125
148 159 117
155 162 120
158 166 125
155 164 121
157 166 123
157 162 122
167 167 131
168 168 132
177 178 144
177 183 149
164 170 132
154 164 129
168 181 153
154 168 143
148 163 132
148 155 124
161 168 135
157 164 131
154 161 128
153 160 127
148 157 130
147 156 127
135 146 112
134 141 107
130 139 108
133 145 109
137 142 112
143 146 115
157 164 123
153 160 118
138 145 104
137 142 110
142 147 115
134 142 103
135 142 108
142 149 116
155 164 137
154 164 137
152 162 128
162 169 136
167 165 124
167 161 109
156 154 103
160 161 117
169 172 129
163 165 116
163 161 113
168 170 123
167 169 130
162 169 128
160 167 126
158 165 124
165 174 131
160 169 126
154 162 121
154 162 123
160 166 130
160 166 130
159 165 129
168 173 133
159 165 121
157 164 113
157 165 114
147 154 110
149 156 114
150 158 121
141 151 114
148 158 121
148 159 125
141 154 126
150 159 128
146 151 119
147 151 114
144 144 106
155 153 114
161 161 123
157 158 126
157 158 124
150 153 108
142 148 104
153 159 125
151 154 125
157 162 140
153 161 140
141 152 135
145 157 147
140 153 144
135 152 144
132 153 144
122 142 130
131 150 130
129 146 127
119 136 118
130 146 133
137 151 138
123 140 121
140 159 140
123 144 125
115 138 120
114 137 121
121 143 131
119 141 128
107 128 121
117 138 129
112 135 117
113 136 118
119 141 128
114 135 126
125 146 139
115 136 131
114 134 133
109 138 136
108 137 132
119 149 137
134 158 144
136 158 145
141 163 150
137 159 147
139 160 153
142 163 158
146 166 164
143 164 157
146 165 159
145 162 156
129 148 144
125 142 149
125 143 147
134 154 143
136 154 142
136 153 137
144 160 149
154 170 159
152 170 158
154 170 160
160 173 163
160 174 159
151 164 147
141 158 140
155 170 151
153 166 148
174 182 169
171 179 168
161 169 158
162 173 159
173 186 168
168 177 156
170 175 155
168 171 152
156 161 141
160 169 148
162 174 154
152 165 147
166 183 165
169 179 168
168 178 167
162 172 163
169 177 166
166 177 160
169 176 160
174 178 163
168 177 160
170 179 162
171 180 163
172 181 164
174 183 166
166 175 158
167 176 159
167 176 159
166 177 163
168 184 174
160 176 165
169 181 167
173 185 171
167 179 165
170 174 160
174 175 157
172 173 159
173 175 162
170 176 164
175 183 172
170 180 169
168 182 169
163 180 164
165 180 161
169 184 165
168 181 164
174 182 171
176 182 172
173 181 168
163 174 158
161 172 156
154 165 149
156 167 151
159 170 154
161 172 156
163 174 158
161 172 155
164 175 158
167 178 161
162 173 156
148 159 143
154 164 153
156 166 158
151 160 143
149 154 134
165 167 153
161 166 146
168 178 154
165 177 155
160 169 150
170 178 163
164 170 158
158 169 155
155 168 158
159 172 163
154 170 160
163 176 166
156 172 159
161 175 158
166 178 164
158 172 159
148 160 150
160 173 164
159 172 165
158 170 168
162 174 172
157 170 160
160 175 154
145 160 137
144 159 140
143 156 146
142 156 139
149 164 141
156 171 150
144 159 138
145 160 139
158 173 152
146 161 140
154 168 151
147 160 143
152 166 149
155 169 152
162 176 159
152 166 149
155 168 151
152 163 149
152 162 151
154 164 155
163 173 164
156 166 157
145 155 146
152 165 148
150 167 151
152 170 156
144 164 152
137 153 143
152 163 155
148 160 148
151 166 145
151 163 143
154 168 151
157 171 154
147 161 144
151 165 148
145 159 146
151 165 152
152 166 151
150 162 150
150 162 150
156 166 157
154 165 149
153 165 145
158 170 150
154 166 146
151 163 143
146 158 138
151 160 141
157 169 149
158 170 150
32 40 29
19 25 21
22 28 28
21 31 32
26 38 34
29 42 35
24 40 30
24 40 37
26 38 38
25 35 26
68 77 56
73 88 59
30 46 20
54 66 44
51 66 37
41 55 32
52 67 48
27 41 24
21 33 19
24 38 25
26 42 31
30 41 27
35 47 27
45 51 25
56 59 32
71 80 49
57 75 35
51 63 25
84 78 30
81 69 17
72 69 24
65 71 35
55 68 40
31 48 30
28 45 35
39 57 45
32 44 32
21 33 21
24 36 24
27 35 20
44 55 38
48 57 36
34 49 28
25 39 26
10 23 16
10 22 22
13 25 25
11 23 23
12 24 24
12 25 18
13 26 17
14 27 20
19 32 25
26 43 35
21 41 32
16 33 27
5 20 15
15 27 23
14 26 24
14 26 24
16 28 24
22 32 31
12 30 34
12 27 30
9 26 33
12 27 30
11 24 17
16 28 14
22 29 11
32 40 19
36 48 24
47 57 30
64 74 50
40 47 29
66 70 47
66 67 35
83 85 46
36 45 24
6 22 11
9 25 15
12 24 22
7 22 17
12 28 18
19 35 22
23 37 24
21 34 24
34 48 33
25 40 21
17 30 20
19 32 23
24 35 29
13 30 22
10 24 24
16 26 28
14 24 26
12 23 15
7 23 12
11 26 23
12 26 27
15 29 29
15 30 27
9 22 15
12 25 18
9 22 15
12 22 23
12 21 20
13 22 19
14 26 22
15 28 21
20 36 25
17 30 20
22 33 16
59 70 40
83 93 58
28 41 13
23 38 15
46 61 42
29 47 25
16 34 12
29 44 21
27 41 24
26 35 18
64 66 42
52 51 20
65 68 37
76 82 54
60 72 48
40 55 36
31 42 25
56 66 41
96 104 65
71 78 37
73 74 42
66 69 38
60 65 33
40 55 26
15 32 13
49 63 40
63 69 41
56 68 44
55 73 51
61 79 57
57 75 51
27 49 28
18 43 24
18 41 25
17 37 25
34 48 33
58 73 44
63 77 42
55 72 38
40 57 21
45 62 26
48 62 29
93 104 70
96 108 72
89 98 55
69 78 33
74 83 36
56 65 22
46 54 15
45 54 25
47 50 29
62 72 47
89 94 54
104 106 56
111 111 59
127 129 82
134 139 99
139 146 112
144 153 122
138 149 117
152 165 135
150 165 136
152 164 140
147 161 138
143 159 133
153 167 142
142 159 141
149 160 143
147 160 130
144 159 126
154 166 142
158 168 144
153 163 138
147 157 132
143 155 131
142 156 133
148 163 144
152 165 148
155 170 151
151 170 150
159 178 158
152 169 151
157 171 158
162 174 160
154 167 149
161 175 149
160 174 148
151 165 140
150 164 141
153 164 147
151 163 141
147 159 135
151 164 134
159 168 139
159 168 141
154 162 139
155 163 142
163 171 148
169 177 153
164 173 146
162 168 140
160 167 133
162 170 133
168 176 137
172 178 140
162 164 125
141 149 112
152 160 123
155 165 128
160 168 129
149 155 117
153 161 122
162 170 129
157 165 124
151 159 120
162 170 133
170 174 141
168 175 142
166 177 145
168 179 145
167 178 146
169 182 154
162 175 149
154 165 135
162 169 138
160 167 134
155 162 129
148 155 122
147 154 121
141 150 123
135 144 115
135 145 111
129 139 104
136 146 111
133 145 109
145 152 118
149 157 120
154 161 120
149 156 114
147 153 115
140 145 115
135 140 110
143 150 117
141 148 117
145 151 123
148 154 128
151 158 127
152 160 123
158 169 127
169 166 121
158 152 100
160 158 109
170 171 127
168 169 127
164 166 116
173 171 122
171 173 126
160 162 123
161 168 127
161 168 127
152 160 119
157 166 123
162 171 128
159 167 126
153 164 124
167 173 137
162 168 132
163 169 133
164 168 131
161 168 126
161 169 120
154 162 113
148 155 113
150 154 119
144 151 118
146 153 119
151 159 122
151 161 127
148 161 133
145 154 123
145 150 118
145 149 112
141 143 104
159 157 118
158 163 122
160 161 127
160 160 124
155 161 115
148 155 113
155 160 128
149 153 128
136 144 123
141 150 131
144 157 140
143 154 146
131 144 137
133 150 144
120 141 132
122 144 131
130 149 129
130 147 128
124 141 125
127 143 130
134 150 137
140 157 139
141 160 141
121 142 123
115 138 120
120 142 129
118 140 128
117 139 127
120 140 138
118 139 134
119 142 126
118 141 125
113 135 122
118 139 130
117 138 131
123 144 137
117 137 136
109 133 133
119 146 141
125 153 139
127 149 137
137 157 145
141 161 149
140 162 150
134 155 148
146 165 161
144 167 161
140 161 154
142 161 155
141 158 152
129 146 140
118 136 140
121 139 143
131 151 142
131 151 140
136 152 142
149 165 154
152 168 158
160 176 166
151 166 159
151 165 152
159 173 158
154 168 151
162 179 160
155 170 151
160 173 155
167 177 166
168 176 165
171 179 168
162 173 159
163 178 159
166 175 158
165 170 150
162 165 146
150 154 137
152 161 140
161 173 153
168 181 163
166 185 166
166 178 166
168 178 167
161 171 162
162 173 159
167 178 161
177 183 169
178 182 167
166 177 160
173 182 165
167 176 159
175 184 167
173 182 165
163 172 155
164 173 154
164 175 159
165 177 163
168 182 169
166 180 167
167 178 162
162 173 156
167 178 162
172 179 163
173 175 161
172 174 160
171 175 161
166 174 161
168 176 165
172 183 169
169 185 172
162 176 161
164 178 161
172 186 169
169 182 165
170 178 165
166 174 159
167 175 160
164 175 159
156 167 151
156 167 151
163 174 158
159 170 154
164 175 159
162 173 156
168 179 162
167 179 159
169 180 163
168 179 162
153 164 148
157 167 156
161 173 159
156 166 142
161 166 146
160 165 143
147 155 132
161 170 151
165 176 159
164 177 160
167 178 164
154 166 152
160 171 155
162 175 165
157 173 162
149 165 155
148 164 153
143 159 146
154 166 152
161 175 160
160 174 161
156 169 160
160 173 163
164 177 168
165 178 171
169 182 175
158 172 159
162 177 158
156 171 150
141 155 138
139 152 142
145 159 142
153 168 149
151 165 148
154 169 150
156 171 152
151 166 147
146 161 142
157 171 154
155 168 151
148 162 145
146 160 143
152 166 149
153 167 150
149 162 145
159 170 154
155 165 154
150 160 152
158 168 159
163 173 164
158 168 159
149 161 151
148 164 154
154 172 160
148 165 155
143 158 151
152 163 157
153 164 156
154 169 150
156 171 152
144 156 144
147 161 146
153 167 152
147 161 146
148 162 149
157 171 158
153 167 154
152 164 150
155 166 150
148 159 145
145 158 140
152 164 144
153 165 145
150 162 142
161 170 151
155 167 147
149 161 141
151 166 145
159 171 151
32 39 32
41 45 44
18 21 26
16 26 28
25 37 37
29 41 39
25 40 33
15 34 30
24 36 36
16 26 17
47 56 35
67 82 53
57 71 46
49 64 45
47 63 37
53 68 49
45 62 44
42 57 38
48 62 47
34 50 39
40 57 47
42 57 38
33 47 22
42 50 26
46 50 23
57 71 38
38 55 23
46 60 24
102 99 48
90 83 29
80 82 35
61 67 31
32 47 18
31 50 31
30 51 36
30 52 31
30 49 30
23 40 22
16 34 18
15 33 21
30 42 30
58 64 50
46 57 43
9 22 12
11 23 21
10 22 22
10 22 22
12 23 25
14 24 23
13 26 19
12 25 15
12 25 16
14 27 20
18 33 26
20 40 31
9 28 22
9 26 20
15 27 23
20 31 27
15 30 25
14 26 22
16 29 22
13 25 23
10 24 24
14 28 31
16 27 29
7 24 18
16 32 22
15 32 22
30 46 36
45 61 48
28 42 25
53 67 44
41 54 28
29 39 12
46 49 30
40 42 29
6 20 7
6 23 13
8 23 16
9 26 16
8 24 14
7 23 12
16 32 22
20 33 24
18 32 19
32 46 31
27 41 24
16 29 20
17 30 23
20 31 27
6 25 21
14 31 23
16 28 24
12 22 14
21 34 17
22 36 19
17 31 18
14 25 19
14 24 23
17 27 26
16 29 20
9 25 15
4 15 9
10 21 15
14 23 18
10 20 11
8 22 9
9 27 15
30 43 33
28 44 34
16 27 21
11 21 10
61 71 46
72 82 57
42 57 38
11 28 12
12 26 13
18 33 28
10 31 22
13 34 17
24 38 25
29 35 25
33 33 21
55 54 34
68 71 44
73 79 43
91 98 64
97 104 73
91 99 62
82 89 45
55 56 22
84 84 46
79 79 29
98 101 46
86 97 54
32 45 25
33 42 25
52 55 34
61 70 39
51 65 32
54 69 38
28 47 19
12 34 13
14 41 22
22 46 30
21 38 28
42 58 45
43 61 37
48 68 40
63 86 57
39 62 33
41 64 35
34 52 26
55 70 39
55 71 34
61 70 27
80 89 42
83 93 41
83 93 43
67 76 33
65 73 36
49 58 27
60 72 36
113 119 75
124 126 76
111 116 60
117 123 75
129 136 95
132 136 101
147 152 120
149 158 129
142 153 123
137 147 120
150 160 135
146 158 134
145 159 133
155 168 142
152 165 148
154 165 149
151 164 138
155 168 138
150 163 145
151 162 145
151 165 139
151 164 136
146 158 134
156 170 147
164 177 159
153 165 151
152 170 148
158 176 150
156 175 153
160 177 158
160 174 157
165 176 160
164 173 152
165 175 150
162 175 147
157 167 143
154 163 142
157 168 151
153 170 154
152 165 145
164 178 153
163 171 147
158 166 143
160 168 147
171 178 162
176 183 165
170 180 156
173 181 157
166 172 144
160 165 133
160 168 131
167 175 136
169 175 137
158 162 125
164 170 136
159 166 132
150 160 125
145 153 116
149 157 120
154 162 125
159 167 130
167 173 135
162 174 138
161 175 140
172 181 152
167 180 152
159 173 147
161 180 152
168 183 154
164 175 145
160 173 145
153 166 136
151 158 125
153 160 129
152 159 126
134 141 108
144 151 118
143 152 125
128 137 110
135 145 111
130 140 105
129 139 104
133 143 109
140 148 107
144 151 110
141 148 106
140 147 106
132 138 104
142 147 117
140 144 121
140 146 120
143 148 125
148 153 131
150 154 131
155 160 128
156 163 122
162 171 126
169 169 119
166 160 110
175 173 125
184 185 141
168 169 127
168 170 121
174 172 124
180 181 137
168 170 131
160 167 126
155 162 121
157 164 123
160 169 126
160 169 126
161 169 130
161 167 129
167 173 137
167 173 137
157 163 127
159 163 130
155 160 120
157 163 117
156 159 116
149 151 112
151 152 120
146 150 117
145 151 115
147 151 114
153 160 127
145 158 130
141 152 120
140 147 113
134 138 101
147 149 110
156 154 115
151 152 108
152 154 115
152 154 114
148 155 111
144 155 115
148 155 124
139 149 125
141 150 133
125 138 121
138 152 137
131 143 133
124 137 130
122 139 133
114 135 126
129 152 136
129 148 128
128 145 126
126 143 125
124 140 127
127 139 125
135 154 134
134 153 134
125 146 127
124 147 129
122 144 131
124 146 133
120 141 132
124 144 143
120 140 138
118 140 127
111 134 116
109 131 118
117 138 129
118 139 132
127 147 145
121 141 140
119 137 139
121 140 138
131 151 140
130 148 136
135 153 141
137 155 143
142 163 148
140 161 152
139 160 155
143 162 158
134 155 148
137 156 150
146 163 155
135 155 146
131 151 150
128 148 146
123 142 140
134 151 145
144 160 150
148 165 155
149 165 155
151 167 157
148 164 154
156 169 159
150 164 149
159 173 156
160 177 158
152 167 148
167 178 161
167 175 162
164 172 161
166 174 163
161 172 158
164 177 159
167 176 155
170 175 153
167 170 151
157 162 142
153 162 141
159 172 152
166 179 161
162 179 163
163 175 163
163 173 164
165 175 166
169 180 166
171 183 163
177 184 168
176 180 165
159 168 151
168 177 160
168 177 160
171 180 163
164 173 156
160 168 153
162 171 154
164 175 159
164 176 162
166 178 164
168 181 164
171 180 163
173 177 160
173 177 160
171 177 163
171 177 165
176 183 165
174 182 167
162 174 162
164 174 163
168 178 167
165 179 164
166 180 165
159 173 156
169 184 165
171 182 168
170 177 161
168 177 160
170 178 163
161 172 156
153 164 150
157 168 152
157 168 152
167 178 162
168 179 163
158 169 153
159 170 153
162 173 159
160 171 154
164 175 158
159 170 154
153 163 152
151 162 145
157 167 140
161 168 137
152 158 132
146 154 130
153 162 145
147 158 142
153 167 150
157 171 158
150 162 152
154 165 151
163 176 166
158 175 165
146 162 152
144 162 150
144 160 147
155 169 152
162 176 159
161 175 162
162 175 165
168 182 167
161 174 164
167 180 170
171 185 170
166 180 163
170 185 166
155 170 149
154 168 153
147 160 150
141 155 140
142 156 139
156 170 153
154 168 151
155 169 152
148 162 147
156 169 152
151 165 148
150 163 146
156 170 153
152 166 149
155 169 152
149 163 146
153 165 151
157 168 154
152 162 151
155 165 156
152 162 153
159 169 161
158 168 159
160 171 163
153 166 157
155 172 162
154 169 162
145 160 155
153 164 160
162 175 168
157 171 154
155 169 152
155 169 156
151 164 154
156 169 159
155 168 158
150 164 151
153 167 154
157 171 158
153 166 149
156 167 150
142 153 137
136 147 130
152 164 144
153 165 145
148 160 140
144 153 132
153 165 145
149 161 141
151 163 143
149 161 141
32 44 34
32 43 37
20 30 31
13 29 29
14 28 28
18 34 31
19 34 27
32 43 35
23 34 30
30 40 32
36 48 26
43 57 31
39 57 33
28 49 32
39 58 39
38 60 39
44 62 48
36 54 40
36 57 40
32 53 36
34 52 36
27 45 29
42 59 43
43 57 40
36 49 31
37 52 33
40 57 39
42 53 36
58 63 31
65 67 28
84 88 51
87 94 61
58 65 34
42 49 18
42 52 18
42 57 28
38 53 32
36 53 34
19 38 19
18 36 22
17 31 18
23 33 24
24 37 28
8 21 14
9 21 19
15 27 27
14 26 24
13 25 23
10 23 14
