296 500
5 5 5
4 4 4
5 5 5
5 5 5
5 5 5
4 4 2
4 4 2
5 5 3
5 5 3
6 2 1
1 5 4
1 7 3
5 3 4
2 6 5
3 5 2
4 6 3
3 3 1
4 6 3
5 5 3
5 5 5
5 5 3
4 6 1
4 6 5
5 5 5
5 5 3
5 5 5
2 4 1
2 4 3
5 5 5
6 6 6
4 4 4
3 5 2
4 4 4
5 5 3
5 5 3
5 5 3
5 5 3
5 5 3
5 5 5
4 4 2
5 4 2
6 6 4
4 6 3
3 5 4
3 5 2
5 5 3
6 6 4
4 4 4
4 4 2
4 4 2
5 5 7
5 3 4
5 5 5
2 7 3
4 6 5
5 4 2
4 4 2
4 4 2
4 4 2
5 5 3
4 6 3
4 6 3
2 4 1
5 5 3
4 6 3
4 6 5
4 6 5
4 6 5
5 7 6
3 5 4
3 5 4
4 6 3
4 6 3
4 6 3
4 4 2
6 6 4
4 4 2
4 4 2
5 5 3
5 5 3
4 4 2
5 4 2
5 5 5
2 4 3
2 6 5
1 7 5
2 7 3
6 5 3
5 4 2
4 4 2
2 6 5
0 4 3
3 5 4
4 6 3
5 5 5
5 5 3
0 4 3
2 4 3
4 4 2
5 7 4
4 4 4
6 4 5
5 3 6
3 4 6
5 6 8
4 5 7
5 5 5
4 5 7
4 6 5
5 5 7
5 5 3
4 4 4
4 6 5
5 5 5
5 5 3
6 4 5
5 7 4
6 6 6
5 5 3
3 5 2
2 6 5
4 6 5
6 6 4
6 4 5
4 4 2
4 4 2
4 5 0
4 6 3
5 7 4
4 4 2
5 7 6
4 5 7
5 5 7
4 5 7
5 5 5
5 4 2
4 4 2
4 4 2
6 8 5
7 9 8
4 5 7
5 7 4
3 4 8
3 4 6
4 4 2
4 6 5
3 5 2
4 4 2
4 6 1
5 5 3
4 6 5
2 6 7
5 7 4
3 5 4
3 4 6
4 6 5
4 6 3
4 4 2
4 6 3
3 5 4
4 6 5
3 5 2
2 7 3
4 6 3
3 5 2
3 5 2
4 6 1
4 6 3
6 4 5
4 6 3
5 5 3
5 5 3
3 5 2
4 6 3
3 5 2
3 8 4
4 6 3
4 4 4
5 5 5
3 5 2
3 5 2
5 4 2
8 4 3
5 5 5
5 5 3
4 4 2
2 7 3
4 6 5
3 5 4
5 5 5
5 5 3
4 6 5
5 5 5
5 5 3
3 5 2
5 5 5
4 4 4
5 5 5
4 4 4
5 5 5
5 5 3
4 4 2
1 5 4
4 4 4
4 4 4
4 6 5
3 5 2
3 5 2
5 4 2
4 4 4
5 3 4
4 4 4
5 5 5
5 5 5
4 6 3
4 4 4
4 6 5
4 6 5
5 4 2
6 5 3
5 5 3
5 5 5
5 5 5
4 4 4
4 6 5
5 5 3
5 5 7
5 3 6
5 3 4
7 3 2
5 5 3
5 5 5
4 6 1
4 6 3
4 6 3
4 6 3
4 6 3
4 4 2
4 4 2
4 6 3
5 7 4
4 6 5
4 6 5
6 6 6
6 5 3
7 3 4
4 6 3
4 4 2
6 4 5
5 6 1
1 5 4
4 6 3
6 4 5
3 5 4
2 7 3
5 4 2
4 4 4
2 6 5
2 6 5
5 5 3
6 6 6
4 4 2
7 7 7
13 13 13
3 3 3
5 5 5
4 4 4
5 4 2
17 17 15
6 8 5
4 6 5
3 5 2
4 6 5
4 6 5
5 5 3
5 5 3
5 5 3
3 3 1
4 6 3
6 4 5
8 4 5
4 6 5
4 6 5
5 4 2
4 4 4
6 5 3
5 5 3
3 5 4
5 4 2
5 4 2
6 6 4
5 5 5
5 5 3
5 5 3
5 5 3
5 5 3
5 6 1
5 6 1
4 6 3
6 11 7
4 6 3
6 6 4
6 5 3
5 5 5
1 6 2
5 5 5
4 4 4
4 4 2
5 5 3
5 5 3
5 5 3
4 5 0
4 4 2
5 5 3
4 6 3
3 5 4
1 5 6
4 6 5
4 4 4
7 5 6
4 4 4
4 6 5
4 6 5
3 5 4
2 4 3
4 4 2
5 5 3
3 5 2
5 5 3
5 5 5
3 5 2
5 5 5
5 5 5
4 5 0
7 5 6
6 5 1
5 4 2
5 5 5
4 4 2
4 6 5
4 6 3
3 3 1
4 4 2
4 3 1
5 5 3
4 4 2
5 5 5
2 6 5
6 4 5
4 4 2
3 5 2
3 3 1
4 4 2
5 5 5
4 4 2
4 6 3
5 7 6
3 5 2
5 5 3
5 5 3
5 5 5
5 5 3
4 6 5
4 6 3
5 5 3
5 5 3
7 3 2
5 4 2
5 5 3
4 4 2
4 6 3
4 4 2
4 4 2
4 4 2
5 5 3
4 4 2
4 4 4
3 5 4
4 6 3
4 6 3
3 5 2
6 4 5
5 5 5
2 7 3
4 6 5
3 5 2
6 5 3
4 4 2
4 4 2
4 4 4
3 5 2
4 4 4
5 5 5
6 5 3
1 6 2
4 6 3
3 5 2
3 5 2
3 5 2
4 6 3
2 7 3
3 5 2
4 6 3
4 6 3
5 5 3
5 5 3
5 5 3
5 5 3
4 4 2
6 4 5
4 4 4
5 5 7
5 3 4
5 5 3
2 7 3
4 4 2
5 5 5
6 6 4
5 5 3
4 4 2
4 4 2
5 6 1
4 4 2
4 4 4
4 4 6
5 5 5
3 3 3
4 4 2
4 6 3
4 6 3
4 6 1
4 6 3
5 6 1
5 5 3
4 4 2
5 5 3
5 5 3
4 4 2
5 5 5
4 4 2
3 5 2
5 5 3
4 4 2
5 5 3
5 5 3
5 5 3
4 4 2
5 5 3
5 5 3
4 4 2
4 4 2
4 4 2
5 5 3
5 5 3
4 4 2
5 5 3
5 5 3
5 5 3
6 6 4
5 5 3
6 5 3
4 4 2
3 3 1
4 4 2
4 4 2
4 4 4
4 4 2
4 4 2
5 5 3
4 4 2
4 5 0
4 4 2
4 4 2
4 4 2
4 4 2
5 5 3
5 5 3
4 4 2
4 4 2
4 4 2
4 4 2
5 5 3
4 4 2
5 5 3
5 5 3
5 5 3
5 5 3
5 5 3
4 4 2
5 5 3
6 6 4
5 5 3
4 4 2
5 5 3
5 5 3
5 5 3
5 4 2
4 4 2
4 4 2
5 5 3
4 4 4
5 5 5
4 4 4
4 4 4
4 4 4
5 6 1
5 5 3
3 3 1
5 5 3
6 4 5
5 5 7
5 5 7
9 4 10
5 5 5
5 3 4
5 5 5
3 3 3
4 4 4
4 4 4
8 4 1
6 5 3
6 5 3
5 5 3
5 6 1
5 6 0
5 5 3
8 4 3
8 4 3
5 5 3
5 5 3
5 5 3
6 5 3
5 5 3
4 6 3
4 6 3
3 5 2
4 6 1
4 6 3
4 4 2
4 6 3
4 4 2
4 4 2
6 5 1
5 5 3
5 5 3
5 5 3
6 6 4
6 5 1
5 5 3
8 4 3
5 5 3
5 4 2
6 5 3
4 6 5
4 4 2
6 5 3
6 5 3
5 4 2
5 4 2
5 5 3
6 5 3
