500 262
166 129 0
167 130 0
166 131 3
165 132 3
161 135 0
158 134 0
152 127 0
152 127 0
154 131 1
153 128 0
152 127 0
159 130 4
161 132 6
163 132 7
164 135 7
160 131 1
159 131 0
160 132 0
161 133 0
160 132 0
161 133 0
162 134 0
162 134 0
163 135 0
164 136 1
161 133 0
159 130 0
158 129 1
157 128 0
155 126 0
156 127 1
157 128 2
158 128 4
159 129 5
156 128 5
156 128 5
158 129 9
158 129 9
157 129 4
158 133 7
156 132 6
153 132 5
154 133 5
153 132 4
154 131 3
153 130 2
153 129 3
150 126 0
152 126 3
155 129 6
157 131 8
156 130 7
154 128 5
152 126 3
149 123 0
151 125 2
149 123 0
149 123 0
149 123 2
148 122 1
150 124 1
149 123 0
152 124 0
158 130 4
159 130 0
160 131 1
160 132 0
160 132 0
161 132 2
160 131 3
157 128 0
155 126 0
157 128 0
157 128 0
157 128 0
156 127 0
157 128 0
157 128 0
161 132 2
160 131 1
160 132 0
161 133 0
163 135 2
164 136 1
166 138 2
167 140 1
168 139 3
166 137 1
164 136 0
165 137 1
165 136 0
165 136 0
167 135 0
169 137 2
168 139 3
167 137 3
165 137 1
164 136 0
163 135 0
163 135 0
164 136 1
164 136 1
164 134 0
165 135 1
163 133 0
164 134 0
165 135 3
165 135 3
167 134 3
166 131 1
164 129 0
168 131 1
169 132 0
169 132 0
169 132 0
170 133 1
171 135 0
172 136 0
175 139 0
177 141 1
175 139 0
175 139 0
174 138 0
172 139 0
171 140 0
168 139 1
165 138 0
164 136 0
162 136 0
163 135 0
164 136 0
168 139 3
170 141 5
165 136 0
166 137 1
168 139 3
170 141 3
171 142 4
171 142 4
172 143 5
170 141 5
165 135 1
166 133 2
164 131 2
165 132 0
169 136 3
174 140 7
175 141 8
172 139 6
170 137 4
171 138 5
168 135 2
168 135 2
167 134 1
167 134 1
166 134 0
171 140 0
175 144 2
175 144 2
174 143 1
173 142 0
172 141 0
173 140 1
173 140 1
171 137 1
173 137 1
173 137 1
178 140 3
178 141 1
178 141 0
179 142 1
178 142 2
174 143 3
172 143 7
172 143 7
171 141 7
169 141 5
171 143 7
171 142 6
172 143 7
175 147 11
175 147 11
175 146 8
173 144 6
173 145 2
172 144 1
170 142 0
172 144 1
174 148 3
173 146 3
171 144 1
169 142 1
168 141 0
169 142 3
171 142 4
166 136 2
161 131 0
162 132 0
164 134 2
167 137 5
169 139 9
168 137 10
162 134 8
162 136 13
160 136 14
157 135 15
159 134 15
161 136 17
165 140 21
169 145 23
171 146 20
170 145 16
171 147 15
175 149 13
173 147 8
175 148 5
178 152 7
174 148 3
170 144 0
180 153 12
182 153 15
178 149 13
177 149 13
176 148 12
174 149 7
174 149 7
175 148 7
172 145 4
175 146 6
178 149 9
181 150 8
180 149 7
180 149 6
178 147 4
175 148 5
178 151 10
176 150 11
175 149 12
175 149 13
174 148 12
173 147 8
173 146 7
177 148 8
181 150 8
179 151 5
183 153 3
184 155 2
185 154 1
188 155 0
191 156 4
189 153 7
189 151 8
191 150 10
191 150 10
189 153 7
190 154 8
189 157 10
190 158 11
187 157 9
186 156 8
184 157 6
185 158 7
171 132 1
170 133 1
168 134 1
164 134 0
162 134 1
159 132 1
153 128 0
153 128 1
156 133 1
155 131 0
155 130 1
159 132 3
163 134 6
164 135 7
163 134 6
161 132 4
160 132 0
161 133 0
162 134 1
162 134 1
163 135 0
163 135 0
162 134 0
164 136 1
164 136 0
162 134 0
160 132 0
158 129 0
157 128 0
157 128 0
157 128 2
158 129 3
160 131 5
158 129 3
158 130 5
157 129 4
156 128 3
158 130 5
155 130 4
158 133 7
155 134 7
154 133 6
154 135 6
152 133 4
151 130 2
151 130 2
153 130 2
152 128 2
154 129 3
159 133 10
158 132 9
158 132 9
157 131 8
155 129 6
153 128 2
153 128 2
152 126 3
151 125 2
151 125 4
152 126 5
153 128 2
154 126 1
157 130 1
161 132 2
162 134 1
162 134 0
162 134 0
162 134 0
162 134 0
162 134 1
161 133 0
161 132 2
161 133 0
162 134 1
161 132 2
163 134 4
164 135 5
162 133 3
163 134 4
162 133 3
163 133 0
164 134 0
164 136 1
164 136 1
165 139 0
167 140 0
169 142 0
171 143 0
171 143 0
173 142 0
173 142 0
175 142 1
172 141 0
172 141 1
170 141 1
169 140 2
168 140 4
166 138 2
165 137 1
167 139 3
166 138 2
167 139 3
169 140 4
169 140 4
168 139 3
168 139 3
167 137 3
167 137 3
169 137 0
172 138 2
171 138 0
173 137 0
175 139 0
175 139 0
175 139 0
176 140 0
177 142 0
176 141 0
175 139 0
176 140 0
176 140 0
176 140 0
176 140 0
175 142 1
173 142 0
170 142 0
169 142 1
167 140 1
166 139 0
166 138 2
169 140 0
172 143 3
171 144 3
170 143 2
172 143 3
172 143 3
169 142 3
170 143 4
171 142 4
168 139 1
166 138 2
165 135 1
163 133 0
163 130 0
164 131 0
167 134 1
169 136 3
168 135 2
168 135 2
170 137 4
170 137 4
170 137 4
170 137 4
171 138 5
171 139 4
172 140 5
169 140 0
169 140 0
173 142 0
173 142 0
173 142 0
173 142 0
171 143 0
173 142 0
172 141 0
174 141 0
177 141 1
178 142 2
178 141 0
178 141 0
177 140 0
175 139 1
171 140 0
169 140 4
169 140 4
168 138 4
168 139 3
169 140 4
168 139 3
170 141 5
175 146 10
174 145 9
173 144 6
172 143 5
171 142 2
171 142 2
172 144 1
172 144 1
170 145 0
170 145 1
169 142 0
168 141 0
167 140 0
169 142 3
170 141 3
168 139 3
168 139 1
167 138 2
168 138 4
170 140 8
173 143 11
171 141 11
166 138 12
167 141 18
166 142 20
162 140 20
163 138 19
163 138 19
164 138 17
164 138 17
165 140 14
169 144 17
172 148 14
175 149 12
174 148 9
177 150 9
181 155 10
177 151 6
170 143 0
174 147 6
174 147 8
172 144 8
171 143 7
173 145 9
174 147 6
175 148 7
175 146 6
170 141 1
171 142 2
172 143 3
175 144 2
175 144 2
174 143 1
173 142 0
169 142 1
172 145 6
171 145 6
171 145 9
170 144 8
170 144 8
168 145 7
169 143 4
174 147 8
180 151 11
181 153 7
183 153 3
184 153 1
188 155 2
188 155 0
189 154 2
188 152 6
190 152 9
189 151 6
189 151 6
189 153 5
190 154 6
189 158 6
190 159 7
188 158 8
186 156 6
184 157 4
183 156 3
175 139 3
174 138 2
173 137 1
169 135 1
163 135 0
159 132 0
156 132 0
157 133 1
161 137 1
159 135 0
160 133 0
161 134 1
164 135 5
164 135 5
163 134 6
162 133 3
163 135 2
164 136 1
164 136 1
163 135 0
163 135 0
162 134 0
165 137 1
165 137 1
163 135 0
162 134 1
160 132 0
159 130 0
158 129 1
158 129 1
158 129 1
158 129 1
159 130 2
159 130 2
157 130 0
158 131 2
158 131 2
156 128 2
155 130 3
158 133 6
155 134 6
155 134 6
153 132 4
154 133 5
154 133 5
153 132 4
154 130 4
154 130 4
156 131 5
158 133 7
159 134 8
158 133 7
157 132 6
155 130 4
154 129 3
154 129 3
154 129 3
154 129 3
155 130 4
156 131 5
157 132 5
159 134 7
161 134 3
161 134 1
164 136 1
165 137 1
166 138 2
165 137 1
164 137 0
164 136 0
164 136 0
164 136 1
166 138 3
165 137 4
165 137 4
165 136 6
166 138 5
166 138 5
165 137 4
166 138 5
165 137 2
164 136 1
165 137 1
165 137 1
163 140 0
166 140 1
172 141 0
175 142 1
176 146 0
178 147 4
179 147 4
179 146 5
177 145 2
177 144 3
174 145 5
172 143 5
170 143 2
169 142 1
169 140 2
170 141 3
170 142 6
170 142 6
173 144 8
173 144 8
173 144 8
172 143 7
171 142 6
170 141 5
170 141 3
170 138 1
170 136 0
173 137 1
174 138 0
174 138 0
176 138 1
176 138 1
174 139 0
176 141 0
178 143 1
179 144 2
179 144 2
180 145 3
182 145 2
180 145 1
178 146 0
176 146 0
173 145 2
170 141 1
169 142 1
170 143 2
172 143 3
175 146 6
176 147 9
177 148 10
177 148 10
175 146 8
174 145 5
171 142 4
166 140 1
163 137 0
163 137 0
162 136 0
160 131 1
157 128 0
158 130 0
161 133 0
162 134 1
161 133 0
163 135 0
165 137 2
165 137 2
166 138 3
167 139 4
167 139 4
168 140 5
171 143 8
169 142 3
166 139 0
168 141 0
168 141 0
169 142 0
172 144 1
172 144 1
176 145 3
171 143 0
173 142 0
175 142 1
178 142 2
177 142 0
176 140 0
175 139 0
172 138 2
166 137 0
164 136 0
165 136 0
165 136 0
165 136 0
165 136 0
165 136 0
169 140 4
173 146 5
171 144 3
169 142 1
168 141 0
170 142 0
171 143 0
170 143 0
170 143 0
167 140 0
167 140 0
167 140 0
168 141 0
167 140 0
169 142 3
170 141 3
172 143 7
172 143 7
170 140 6
170 140 6
172 142 10
173 143 13
171 140 13
165 137 11
169 141 18
170 144 23
166 140 21
167 138 20
165 136 18
164 138 17
164 138 17
165 137 14
171 143 18
174 149 20
176 149 16
176 148 13
178 149 11
181 155 10
178 152 7
171 145 0
170 143 0
170 143 2
171 144 3
172 145 6
173 146 7
174 147 4
176 149 6
177 149 6
170 142 0
171 143 0
172 144 1
171 143 0
171 143 0
173 142 0
172 141 0
170 141 1
171 142 2
168 141 2
169 142 3
170 142 6
171 143 7
170 143 4
169 142 3
176 147 7
181 153 10
180 152 6
184 154 4
183 154 1
185 154 1
187 154 0
188 153 1
189 152 1
191 151 2
191 151 2
192 152 3
192 152 5
194 154 7
191 156 4
193 158 6
194 163 11
193 162 10
191 162 8
189 160 6
181 143 10
179 141 8
175 139 3
170 136 0
165 136 0
163 135 0
159 135 0
160 136 0
165 142 4
164 138 2
164 136 1
164 134 2
166 137 7
165 136 6
162 133 5
163 134 4
166 136 2
166 137 1
165 137 1
164 136 0
164 136 0
168 140 4
166 138 2
165 137 1
162 134 0
162 134 1
160 132 0
159 130 0
159 130 2
159 130 2
158 129 0
159 130 0
160 131 1
159 130 0
159 132 0
159 132 0
159 132 0
159 132 0
157 133 1
157 133 1
155 135 2
155 135 4
157 134 6
155 131 5
153 132 4
156 133 5
155 131 5
155 130 4
154 129 3
157 132 6
158 133 7
157 132 6
157 132 6
155 130 4
155 130 4
155 130 4
155 130 4
155 130 4
156 131 5
157 132 6
159 136 6
161 136 7
163 136 3
164 136 3
165 137 1
165 137 1
166 138 2
166 138 2
166 138 2
164 136 1
162 134 0
161 133 0
162 134 0
163 135 2
163 135 2
163 134 4
164 136 3
164 136 3
168 140 5
169 141 5
167 140 1
166 139 0
166 139 0
166 139 0
166 140 1
167 140 1
166 137 1
170 138 1
172 141 1
175 144 2
176 145 5
177 146 6
174 143 3
173 142 2
175 148 7
174 147 6
174 148 3
171 144 1
172 144 1
173 144 4
171 144 3
171 144 3
174 145 5
174 145 5
173 144 4
172 143 3
172 143 3
170 141 1
170 141 3
169 137 0
168 134 0
171 134 1
171 135 0
171 135 0
172 136 0
173 137 1
173 137 0
177 141 1
181 146 4
182 147 5
182 147 5
183 148 6
184 147 4
183 148 4
181 149 2
177 147 1
173 145 2
173 144 4
172 143 3
173 144 4
173 144 4
174 145 5
175 146 6
177 148 8
178 149 9
175 146 6
173 144 4
171 142 4
165 137 1
163 135 0
163 135 2
161 132 2
158 129 0
156 127 0
156 127 0
159 130 2
162 132 0
160 130 0
162 134 0
164 136 1
164 136 1
163 135 0
164 136 1
165 137 2
165 137 2
166 138 2
166 139 0
167 140 0
168 141 0
169 142 1
169 142 0
170 143 0
172 144 1
172 144 1
171 143 0
172 141 0
172 141 0
174 141 0
174 143 0
174 143 1
174 143 1
172 140 3
166 139 0
163 135 0
164 136 0
164 136 0
165 136 0
166 137 1
167 137 3
169 140 4
171 144 3
170 143 0
168 141 0
167 140 0
167 140 0
170 143 0
172 145 2
170 143 0
167 140 0
168 141 0
168 141 0
168 141 0
171 142 2
173 144 6
174 145 7
173 144 8
171 141 7
167 137 3
165 135 3
167 137 5
168 138 8
165 134 7
160 132 6
162 134 11
161 137 15
161 136 17
164 138 19
165 139 20
167 141 20
170 144 23
172 144 21
173 145 20
177 150 21
178 151 18
177 149 13
178 151 10
183 156 13
180 154 9
173 147 0
174 148 3
174 147 6
174 147 8
174 147 8
174 147 8
176 149 6
178 151 8
179 151 8
175 147 4
176 148 5
176 148 5
178 147 5
178 147 5
177 146 4
176 145 3
173 145 2
173 145 2
173 146 3
175 148 7
176 149 8
175 148 9
176 149 6
175 148 5
180 152 9
181 153 9
183 153 7
184 154 4
184 153 0
184 154 0
186 153 0
187 152 0
190 153 0
193 154 1
192 153 0
194 155 2
193 154 1
194 155 2
193 158 6
194 159 7
198 165 12
198 165 12
197 164 9
197 164 9
178 146 3
177 145 2
173 142 0
169 140 0
167 140 0
165 139 2
160 138 1
161 139 4
166 144 6
164 140 4
162 138 2
166 138 5
167 138 8
167 137 7
163 134 6
164 135 5
167 139 4
166 138 2
166 138 2
166 138 2
165 137 1
166 138 2
166 138 2
164 136 0
163 135 0
162 134 1
162 134 1
160 131 1
159 130 0
160 131 1
160 132 0
161 133 0
158 134 0
158 134 0
160 133 2
160 133 2
158 134 0
158 134 0
157 133 0
158 134 0
154 134 1
155 135 4
154 135 4
153 134 5
154 133 5
154 133 5
156 132 6
154 130 4
154 130 4
155 130 4
156 131 5
158 130 5
155 130 3
155 130 3
155 130 3
157 132 5
156 131 4
155 130 3
155 130 4
157 132 6
159 134 7
161 136 7
163 136 3
162 136 0
164 136 1
164 136 1
164 136 1
163 135 0
162 134 0
162 134 0
162 134 1
161 133 0
161 133 0
