130 500
87 86 55
95 95 59
121 118 73
117 115 64
118 113 57
133 128 70
126 121 66
125 122 67
117 114 61
143 142 86
166 161 105
137 135 76
121 119 62
120 119 63
114 112 61
85 83 34
114 114 64
118 118 66
132 130 79
169 168 112
159 154 99
150 145 87
158 149 92
154 148 88
146 140 82
155 150 92
143 137 77
160 154 94
160 152 90
147 139 77
162 151 89
150 139 77
122 106 44
150 136 75
139 129 70
139 130 73
127 118 63
149 138 82
182 170 110
187 173 112
199 188 126
177 166 104
148 131 75
145 128 72
154 133 78
144 123 66
156 135 72
179 158 93
173 152 85
165 146 78
173 155 89
157 142 75
160 146 83
168 157 93
160 148 88
153 145 83
151 145 83
147 143 82
141 132 75
154 147 93
136 130 82
65 61 14
104 102 53
133 131 80
127 126 72
125 124 68
126 125 69
125 124 67
121 116 58
131 127 64
150 144 82
125 120 56
123 115 53
134 126 64
149 138 76
171 160 98
185 171 110
183 169 108
186 167 108
167 148 89
173 153 94
195 176 117
203 187 127
184 173 111
139 127 67
135 125 64
144 135 76
140 134 74
137 131 73
143 141 84
172 170 119
115 113 62
111 102 47
143 132 70
150 135 66
139 123 48
133 119 48
144 131 61
135 124 60
155 144 82
145 129 69
144 124 63
163 137 76
167 139 76
170 144 83
163 137 76
146 120 59
146 120 59
140 112 49
144 114 52
176 142 79
226 190 128
236 196 135
186 148 85
147 116 51
184 161 91
201 186 117
205 198 130
215 207 145
229 223 165
230 225 169
233 228 170
241 239 180
239 237 176
239 237 176
242 238 174
245 238 166
231 224 143
212 202 113
180 174 80
195 189 101
224 219 137
218 210 135
216 204 132
230 205 138
225 201 129
216 198 122
214 203 123
211 202 123
207 200 120
215 208 127
217 210 129
218 210 129
213 205 124
219 210 133
218 209 134
209 196 126
199 188 122
169 159 97
140 132 70
124 118 58
127 118 49
149 137 53
167 150 58
177 156 63
173 152 63
140 123 43
132 118 43
137 127 56
125 117 45
123 115 43
116 107 28
134 120 31
160 146 47
163 146 42
142 128 23
162 146 48
146 132 43
114 102 28
128 117 51
125 115 53
119 109 47
146 138 75
154 146 81
139 131 68
137 132 68
148 142 80
144 139 81
138 134 86
131 128 87
80 75 46
41 37 12
48 43 21
44 40 13
78 73 41
94 91 50
91 84 38
86 80 28
90 85 29
88 83 27
83 80 29
87 82 40
66 61 31
49 43 19
44 36 17
57 48 19
103 91 41
102 91 27
111 96 29
113 99 28
133 119 48
131 114 44
137 118 50
128 105 38
119 90 24
131 92 25
150 97 31
164 103 36
162 101 38
161 100 37
148 84 22
150 85 21
172 101 35
169 100 33
173 114 46
153 102 36
134 89 24
124 85 20
113 79 16
102 72 8
106 78 13
112 87 21
114 90 28
110 86 24
110 85 28
108 83 26
121 95 36
119 93 32
120 96 34
130 105 41
135 106 46
141 102 43
148 96 39
165 105 45
175 111 47
169 117 42
151 119 34
140 121 29
135 116 24
126 109 27
120 100 37
139 119 68
123 101 54
110 88 39
111 90 33
112 92 33
110 89 34
108 88 35
111 92 36
116 101 44
112 96 44
101 89 41
104 95 56
85 79 47
76 69 41
88 79 46
107 94 50
102 86 37
114 100 55
90 76 37
64 49 20
98 84 57
62 51 23
49 39 4
89 77 39
96 83 38
79 63 14
105 86 30
122 103 37
128 108 37
134 116 44
142 126 51
151 134 64
132 119 49
131 117 54
134 124 63
107 97 38
120 111 52
108 96 38
104 90 29
127 111 51
127 109 47
120 101 42
148 130 68
140 122 58
122 104 38
126 109 40
123 106 36
112 93 24
138 120 48
129 111 37
118 100 26
110 93 21
100 83 11
116 97 29
125 106 38
120 103 33
121 107 34
124 110 35
130 119 40
139 130 55
139 130 55
149 137 65
138 126 54
131 121 50
135 125 53
153 144 69
135 126 49
126 115 36
127 115 41
90 79 15
86 77 22
76 71 29
49 49 15
31 29 6
39 37 16
70 59 37
78 65 30
123 108 53
128 114 43
117 105 29
109 97 21
103 89 24
104 90 29
99 84 27
126 111 54
97 82 27
114 99 44
94 79 24
92 76 24
90 74 25
87 64 14
135 99 41
134 90 29
108 62 3
109 70 13
80 57 3
103 91 33
116 107 40
107 99 26
108 96 24
