500 481
254 252 253
255 253 254
252 252 254
251 252 254
245 254 251
242 253 247
244 250 246
246 251 244
249 251 238
255 255 205
252 241 115
247 234 60
249 241 46
253 245 36
255 246 28
254 241 22
255 242 29
254 242 32
255 243 40
253 241 69
216 206 91
255 251 187
251 253 232
239 245 241
239 249 238
242 250 237
245 247 244
245 245 243
247 247 245
253 251 255
81 72 99
56 45 88
96 88 147
98 93 160
87 84 155
72 70 143
76 69 146
92 88 162
91 92 159
96 99 150
134 140 166
248 255 255
242 245 250
244 248 247
244 249 242
243 245 231
255 254 226
250 245 164
240 234 60
250 242 21
254 237 23
252 233 16
251 236 11
254 239 12
255 238 16
254 235 21
252 231 28
242 226 68
255 252 171
247 251 216
242 244 230
240 245 238
239 246 239
239 246 239
244 243 238
242 241 236
242 241 237
242 243 237
242 244 233
239 241 228
238 239 225
240 241 227
241 239 227
245 243 231
243 240 231
241 241 231
242 242 230
238 240 226
239 241 227
238 241 224
240 243 226
238 241 224
236 236 224
242 242 230
241 243 232
239 241 230
236 236 226
236 236 226
234 236 223
232 234 221
232 234 221
237 239 226
238 240 226
236 237 223
232 230 217
242 240 227
239 240 226
237 239 225
236 239 222
235 238 221
238 239 225
235 236 222
236 232 220
236 232 220
236 234 219
245 243 228
234 232 219
232 230 217
232 230 215
237 235 220
239 237 224
238 236 223
237 234 219
235 232 217
236 232 220
238 234 222
230 228 215
239 237 224
238 236 224
235 233 221
232 232 220
234 234 222
237 237 225
237 239 226
237 239 226
233 237 223
235 235 225
238 238 228
237 237 229
239 239 231
239 239 231
239 239 231
239 239 229
238 238 228
239 237 225
239 237 225
241 239 226
236 234 221
235 231 220
237 233 222
236 234 222
236 234 222
239 235 224
241 237 226
236 233 224
238 235 226
238 237 232
241 232 227
255 243 241
222 155 162
143 4 27
191 12 44
189 4 38
193 5 40
186 5 38
182 4 36
234 59 92
201 28 58
184 11 39
143 8 23
180 117 112
255 248 234
232 228 216
233 236 225
233 238 231
232 237 230
235 236 228
238 239 231
236 235 230
232 233 227
233 235 230
233 238 232
232 237 230
234 239 232
232 235 228
235 238 231
236 239 230
233 236 227
233 234 226
236 237 229
234 235 227
231 232 224
232 232 224
235 235 227
233 233 223
232 232 222
237 237 227
236 233 224
240 235 231
238 234 225
237 235 220
233 233 209
243 236 210
251 233 167
239 204 62
240 200 14
239 208 4
238 208 0
240 205 2
237 202 0
239 211 3
239 212 0
250 216 5
242 211 9
237 211 30
249 232 102
245 239 189
232 232 222
237 237 227
232 232 222
234 233 228
235 234 229
238 238 230
235 235 227
232 232 224
234 234 224
238 234 225
237 233 222
238 234 223
232 228 217
232 228 217
235 231 220
234 230 219
232 228 217
234 230 219
233 229 218
237 233 221
235 231 219
239 235 223
235 231 219
232 228 216
230 226 214
233 229 217
232 228 216
233 231 218
236 234 221
231 232 218
230 231 217
232 230 217
231 229 216
233 230 215
235 232 217
225 222 207
230 227 212
231 228 213
230 227 212
231 225 209
231 225 209
232 225 207
230 223 205
227 221 207
231 228 213
236 234 221
228 229 215
229 227 215
234 232 220
232 232 224
228 228 220
235 230 227
236 232 229
233 232 227
227 228 220
230 230 222
232 232 222
232 232 222
233 233 223
230 226 217
231 227 218
236 232 221
232 228 217
233 231 218
234 232 219
231 229 216
234 232 219
232 228 219
232 228 217
233 231 219
232 230 217
235 233 221
232 230 218
228 226 213
229 227 214
233 231 219
234 232 220
231 229 216
235 233 220
232 229 220
233 230 221
231 228 219
230 227 218
234 230 221
232 228 219
230 228 216
230 228 216
236 232 223
234 230 221
232 228 217
233 229 218
234 230 221
235 231 222
236 233 224
236 234 222
236 230 214
236 231 212
242 233 216
250 235 176
226 201 57
240 210 18
241 208 7
244 208 2
250 211 9
250 209 5
247 209 2
243 205 0
245 209 3
237 206 20
227 200 57
239 220 125
244 235 194
232 228 216
232 230 217
231 232 218
231 231 219
229 229 217
232 229 220
231 228 219
233 229 220
233 229 220
232 229 220
232 229 220
234 231 222
234 232 220
232 228 217
234 228 216
237 229 218
239 231 218
237 230 214
236 231 212
234 225 210
234 226 207
237 232 203
241 231 160
221 199 53
245 216 26
246 213 12
249 214 8
248 214 5
248 214 5
243 212 0
240 209 0
241 210 0
244 211 8
236 203 14
224 199 57
242 237 171
234 234 210
234 226 207
239 227 211
235 228 210
236 233 214
233 230 211
233 232 212
234 231 214
231 228 211
235 232 217
230 227 212
231 229 216
232 230 217
231 229 214
233 231 216
230 226 214
232 228 216
234 231 216
229 226 211
233 230 215
234 230 218
238 231 221
235 228 220
231 227 218
232 229 220
237 235 223
232 232 220
231 231 221
234 234 224
232 233 225
246 242 205
238 222 134
218 195 53
248 217 30
250 216 4
247 216 1
246 215 0
244 213 0
249 218 5
248 217 2
247 216 11
241 211 29
250 227 95
249 239 188
232 230 218
234 235 221
235 237 223
230 232 221
231 232 224
234 233 229
231 232 226
229 236 218
228 236 215
232 230 217
238 231 223
233 228 222
245 237 201
248 236 136
228 211 59
240 213 20
244 213 0
247 207 0
251 213 4
251 217 5
245 218 15
229 204 24
227 208 79
250 237 185
237 229 216
235 228 218
231 227 216
232 229 220
232 229 220
232 229 220
236 233 224
227 227 219
229 229 221
232 232 222
227 227 217
230 232 219
226 228 215
226 226 214
231 231 219
234 230 219
233 229 218
236 229 219
233 220 212
255 245 242
165 97 98
147 6 15
197 21 34
192 13 32
197 16 35
188 5 23
212 30 45
194 15 34
189 18 34
177 21 35
132 19 25
246 203 196
248 246 233
232 234 223
233 235 222
240 233 214
250 237 182
240 219 102
231 204 37
247 213 17
249 212 0
251 214 1
249 212 0
249 212 1
248 211 0
245 207 0
246 211 23
221 189 46
235 214 121
251 244 215
228 233 229
227 232 225
228 236 225
231 233 228
231 232 226
235 233 221
229 227 214
228 229 215
252 252 252
252 252 252
249 250 252
248 252 253
247 253 251
245 254 251
246 252 248
246 251 244
249 252 241
255 255 204
249 238 110
244 232 52
247 236 33
251 240 24
253 241 17
249 237 13
253 240 21
247 236 20
246 235 23
245 234 54
234 228 108
254 253 186
247 251 228
245 251 249
243 250 242
240 248 237
242 247 243
246 248 247
248 250 247
246 243 250
75 66 95
62 50 98
81 71 134
79 71 144
89 85 159
91 87 163
81 74 151
72 68 142
72 71 141
102 103 157
126 130 157
