402 500
148 166 142
148 169 136
155 178 132
145 167 120
139 160 117
137 158 119
148 163 130
150 166 130
166 183 141
162 183 140
144 167 125
138 158 123
146 170 138
148 171 143
142 162 134
153 167 141
138 144 116
92 97 67
106 109 78
124 134 99
157 168 134
135 155 120
157 175 135
147 166 121
136 155 109
114 104 69
123 112 84
135 129 105
146 140 114
161 156 116
147 146 82
130 121 66
163 152 96
164 164 90
150 151 73
159 163 76
170 176 86
161 166 84
165 172 102
180 197 126
162 189 118
168 197 131
166 190 130
167 187 126
165 188 132
167 191 139
159 186 133
163 190 139
168 196 145
176 202 154
143 180 137
157 191 141
171 194 138
185 206 147
177 201 139
181 207 144
181 206 149
166 189 137
170 193 137
180 204 146
174 200 139
176 200 142
171 196 139
211 241 179
199 228 148
195 219 131
193 211 129
215 239 155
187 216 132
191 220 156
110 125 82
19 15 3
92 85 66
109 103 67
111 108 53
146 147 87
195 198 143
140 142 93
86 87 45
76 70 38
93 86 57
117 104 72
101 86 43
185 171 124
177 162 105
148 144 71
130 133 66
85 93 42
76 86 51
95 92 75
77 59 55
94 80 71
96 88 69
90 88 65
110 116 80
101 102 70
53 50 35
85 82 77
77 78 73
66 71 67
61 73 63
73 86 76
65 74 79
65 71 83
72 75 90
66 69 84
75 74 88
47 39 52
72 62 70
85 66 70
46 20 29
53 16 34
53 13 37
32 14 26
40 22 36
46 25 42
37 20 36
52 38 55
24 12 32
37 25 35
43 26 42
23 3 28
61 38 56
108 85 77
115 102 50
114 104 51
105 98 54
133 127 75
125 120 54
141 140 60
135 134 54
134 135 55
117 117 43
113 114 38
111 110 45
143 130 75
113 89 53
69 36 17
80 39 45
79 41 54
58 28 40
43 23 32
42 37 34
54 65 49
58 68 41
84 89 48
115 114 66
123 117 69
115 99 65
80 58 47
73 36 43
86 40 53
78 49 41
94 80 53
97 89 66
74 72 60
50 50 48
51 39 49
70 53 69
44 25 47
52 28 42
61 36 42
81 55 58
84 56 52
137 108 94
104 74 66
53 27 28
68 41 48
61 35 44
53 36 44
40 29 37
60 48 48
106 90 91
62 42 51
20 2 16
36 8 33
30 5 27
60 26 43
84 45 48
122 96 73
147 135 87
94 96 33
134 137 106
117 127 102
95 112 94
85 103 89
66 79 72
76 77 79
91 86 92
81 79 84
95 96 98
86 98 88
111 130 111
133 155 134
68 84 71
21 26 32
43 39 54
46 31 54
93 76 92
134 132 120
124 129 106
88 91 80
97 97 85
95 95 83
86 78 65
66 53 37
101 84 66
109 90 76
74 51 45
55 22 29
61 24 41
38 6 29
58 33 52
66 48 48
57 46 28
41 36 7
58 55 20
83 76 48
40 31 24
49 38 44
43 31 31
53 34 36
69 43 46
86 62 58
121 102 87
139 125 98
102 97 75
73 63 54
66 50 53
63 43 55
48 27 34
56 36 35
46 26 38
47 33 46
54 53 48
49 51 40
68 63 57
45 42 37
57 42 47
89 61 75
85 59 72
56 28 40
67 37 47
58 28 36
49 24 30
47 33 32
74 57 47
60 39 38
51 25 36
53 30 38
80 58 61
72 45 50
65 45 46
81 71 62
116 114 89
123 132 89
111 132 75
132 152 93
130 139 82
142 149 98
157 163 117
176 166 130
180 156 118
177 152 121
172 138 128
175 140 121
128 94 84
119 84 78
100 58 60
85 35 44
89 52 59
57 28 33
55 27 39
54 18 32
76 40 52
69 42 47
46 29 35
60 46 45
86 79 71
35 28 18
88 80 69
71 64 45
78 71 53
113 116 107
99 111 99
90 106 95
89 102 93
88 99 82
