500 265
178 144 98
181 147 101
159 126 83
147 116 72
154 122 81
145 117 77
133 108 68
144 122 85
155 135 100
144 125 92
144 128 95
161 145 112
149 134 103
137 124 92
136 123 91
138 127 95
151 141 106
170 160 125
165 155 120
185 175 140
175 165 130
181 171 136
164 154 119
125 115 80
129 121 85
140 132 96
129 119 84
138 128 93
147 133 98
164 150 115
163 148 117
125 110 79
127 112 81
132 117 86
172 156 130
155 139 113
139 123 97
134 118 92
128 112 89
151 135 112
197 181 156
217 201 176
223 207 182
205 191 165
122 112 85
140 133 105
185 178 150
179 169 142
197 185 159
213 197 172
201 183 159
189 169 145
182 162 138
186 168 144
182 164 140
159 142 116
220 198 174
227 207 180
201 185 159
195 184 156
205 194 166
177 166 138
156 140 115
173 159 133
203 191 165
141 134 106
74 72 47
137 137 111
161 159 134
201 199 174
208 202 176
209 203 177
207 201 175
206 200 174
194 188 166
218 212 190
223 216 197
224 217 198
215 208 192
226 219 203
215 208 192
236 229 213
210 201 186
232 224 205
243 231 209
204 192 166
222 212 185
234 224 197
212 202 175
203 193 166
215 208 180
172 165 137
192 187 158
220 215 186
217 212 183
220 215 186
194 189 160
214 209 180
199 192 163
195 188 159
210 201 172
143 132 104
107 93 66
140 124 98
189 173 147
245 229 203
177 163 134
206 192 163
229 218 190
205 194 166
220 211 182
207 198 169
206 199 171
216 209 181
215 208 180
216 209 181
222 215 187
223 216 188
228 218 191
230 220 193
226 219 191
224 217 189
223 216 188
221 214 186
219 212 186
221 214 188
232 222 197
247 239 216
124 117 99
18 11 0
98 90 67
253 244 215
227 221 187
202 197 159
200 195 157
204 199 157
206 201 159
205 201 156
207 200 158
207 199 160
215 204 174
228 217 189
228 217 189
223 212 184
213 202 172
200 189 159
166 155 127
137 126 98
106 95 67
81 70 42
83 72 44
91 80 52
121 111 84
144 134 109
148 137 115
156 143 124
180 165 146
202 187 168
196 185 165
199 191 170
168 162 138
140 129 107
187 165 144
109 78 60
71 27 14
87 39 25
200 148 135
234 187 171
205 164 144
220 192 168
203 187 161
216 211 181
205 202 171
207 204 173
216 204 178
219 205 179
196 180 155
209 193 168
229 214 191
231 217 191
225 213 187
217 208 179
212 205 177
216 211 182
226 221 192
221 216 187
211 204 178
208 201 175
216 210 186
216 210 186
229 223 201
229 223 201
217 210 191
228 222 200
224 213 193
215 205 180
212 202 175
218 208 181
206 199 173
206 201 179
209 208 188
213 216 197
218 216 203
145 143 130
32 26 12
37 31 17
50 40 28
13 1 0
92 78 65
228 212 197
215 198 182
183 166 148
196 179 159
202 186 161
165 147 123
137 120 94
181 165 139
191 175 149
191 175 152
178 162 139
159 142 124
170 153 133
187 169 149
157 139 115
157 140 114
161 146 117
184 168 142
197 183 157
162 147 124
126 111 92
114 101 84
160 148 132
158 146 134
100 90 78
70 60 51
53 43 33
89 82 66
106 99 80
93 85 62
102 92 67
95 83 61
120 105 84
113 100 81
145 134 112
126 119 93
187 182 153
214 210 181
192 189 158
181 175 141
186 178 142
