500 369
150 94 77
156 99 82
167 108 92
173 114 98
172 109 94
166 103 88
171 105 91
167 105 90
165 102 85
165 102 87
167 104 89
168 102 88
165 97 84
165 99 85
163 97 83
161 93 80
161 95 81
162 94 83
164 94 84
164 94 84
164 94 84
163 93 83
164 94 84
166 92 83
165 92 83
167 93 84
167 93 84
167 94 85
167 94 85
164 98 86
164 96 85
166 96 86
166 96 86
168 94 85
168 94 85
168 94 85
168 95 86
168 94 85
164 94 84
165 91 82
163 93 83
164 94 84
164 94 84
165 95 85
166 96 86
166 96 86
168 91 81
167 90 80
166 89 79
166 89 79
165 88 78
165 88 78
159 91 78
160 92 79
160 92 79
161 91 79
161 93 80
163 93 81
169 91 81
168 91 81
168 91 81
169 92 82
171 94 84
166 94 82
165 93 81
167 95 83
167 97 85
168 98 86
171 101 89
169 99 89
168 98 88
167 97 87
168 98 88
172 99 90
172 104 93
182 116 104
167 101 89
163 93 83
169 99 89
172 99 90
167 94 85
169 97 85
169 97 83
168 96 84
167 95 83
167 95 83
166 94 82
167 92 86
167 94 85
166 93 84
164 91 82
161 88 79
161 87 78
160 86 77
160 86 77
159 85 76
160 86 77
161 87 78
159 84 78
160 85 79
161 86 80
162 87 82
161 86 80
162 87 81
162 90 78
164 90 79
165 91 80
164 90 79
164 90 79
162 88 75
163 89 78
168 94 83
169 95 84
165 91 80
164 90 79
162 93 78
161 94 78
161 94 78
161 94 78
161 94 78
160 93 77
164 92 78
167 95 81
171 99 85
173 99 86
172 98 85
171 99 85
172 100 86
171 99 85
170 98 84
171 99 85
172 100 86
171 99 85
169 97 83
169 97 83
168 96 82
167 95 81
167 93 80
164 95 80
165 96 81
165 96 81
166 97 82
166 97 82
167 98 83
163 96 80
162 96 80
164 97 81
164 98 82
165 99 83
165 99 83
165 99 85
166 98 85
167 97 85
168 98 86
172 98 87
171 99 87
169 102 86
170 101 86
171 102 87
170 101 86
172 105 89
172 100 86
168 94 81
167 93 80
170 96 83
170 96 83
170 96 83
162 93 78
164 95 80
164 95 80
161 92 77
162 93 78
165 96 81
166 94 80
167 95 81
170 98 84
168 99 84
169 95 82
169 95 82
167 101 85
171 104 88
170 103 87
166 99 83
163 96 80
165 96 81
166 94 80
167 95 81
167 95 81
167 95 81
167 95 81
170 96 83
169 95 82
169 95 82
168 94 81
168 94 81
169 95 82
171 97 84
170 96 83
168 94 81
168 94 81
168 94 81
167 93 80
163 94 79
165 96 81
167 98 83
168 99 84
168 99 84
166 97 82
170 98 84
175 103 89
177 105 91
175 103 89
171 97 84
174 105 90
177 108 93
173 104 89
170 101 86
168 99 84
165 96 81
172 96 83
170 96 83
172 98 85
173 99 86
171 97 84
171 97 84
174 100 87
174 100 87
174 100 87
174 100 87
174 100 87
176 100 87
178 100 88
174 98 85
171 93 81
167 89 77
162 88 75
163 87 74
164 90 77
164 92 78
166 92 79
167 93 80
167 93 80
169 92 82
169 91 81
166 88 78
165 87 77
167 89 79
169 89 80
168 96 84
171 94 84
171 93 83
171 93 83
172 92 83
170 92 82
168 91 81
171 94 84
173 96 86
173 96 86
171 93 83
169 95 84
172 100 88
175 103 91
176 104 92
174 102 90
171 99 87
170 98 84
172 98 87
170 96 85
170 96 85
167 95 83
168 94 83
174 94 87
173 93 86
172 92 85
171 91 84
171 91 84
172 92 85
171 91 82
169 89 80
168 88 79
168 88 79
167 89 79
169 86 80
169 86 80
174 91 85
174 91 85
173 90 84
169 86 80
167 87 80
167 87 80
169 89 82
170 90 83
170 90 83
170 90 83
167 84 80
168 84 82
169 85 83
169 86 82
168 85 81
167 84 80
169 86 80
167 84 78
168 85 79
169 86 80
170 87 81
172 89 85
172 91 88
170 89 85
169 88 85
169 88 85
169 88 85
170 91 84
170 93 83
171 94 84
169 95 84
168 96 84
166 96 84
169 97 85
169 97 85
170 98 86
170 98 86
171 99 87
172 100 88
173 96 86
171 97 86
172 95 85
172 95 85
173 96 86
174 97 87
174 97 87
174 97 87
173 99 88
174 97 87
174 97 87
175 98 88
174 97 87
171 94 84
174 97 87
177 100 90
174 100 89
174 97 87
174 97 87
173 96 86
173 96 86
172 95 85
171 94 84
171 91 82
177 97 88
177 99 89
173 93 84
172 92 83
173 95 85
172 95 87
167 90 82
167 90 82
168 91 83
174 95 88
172 99 90
170 98 86
173 101 89
172 100 88
171 99 87
169 97 85
175 98 90
158 85 76
169 95 86
172 102 92
163 89 80
176 102 93
160 98 83
160 97 82
164 98 84
167 101 87
169 101 88
167 97 85
165 97 84
164 96 83
162 95 79
162 94 81
163 95 84
164 94 82
165 93 81
163 93 81
162 92 80
162 92 80
161 91 79
166 93 84
165 95 85
163 95 84
163 95 84
164 96 85
163 95 84
165 92 83
165 92 83
165 92 83
166 93 84
165 92 83
167 94 85
167 94 85
167 94 85
168 94 85
170 93 85
172 93 86
171 94 86
167 93 84
168 94 85
170 93 85
169 92 84
165 91 82
166 92 83
166 92 83
169 92 84
168 94 85
168 94 85
169 95 86
168 90 80
167 90 80
168 91 81
167 89 79
166 89 79
165 88 78
162 90 78
162 90 78
161 91 79
163 91 79
163 91 79
165 91 80
170 92 82
167 90 80
167 89 79
167 90 80
168 90 80
170 93 83
169 95 84
169 95 84
170 96 85
171 97 86
172 98 87
170 100 90
169 99 89
168 98 88
168 98 88
170 100 90
170 102 91
167 101 89
164 96 85
166 96 86
170 100 90
169 95 86
166 93 84
169 97 85
168 96 82
168 96 84
167 95 83
167 95 83
166 93 84
165 92 83
166 93 84
165 92 83
163 90 81
160 87 78
164 90 81
163 89 80
162 88 79
162 88 79
162 88 79
163 89 80
160 86 77
162 88 79
163 89 80
165 91 82
165 91 82
165 91 82
164 90 79
163 89 80
165 91 80
165 91 80
164 90 79
163 89 78
164 90 79
168 94 83
167 93 82
165 91 80
165 91 80
165 91 78
165 93 79
164 92 77
162 93 78
164 92 78
162 93 78
162 90 76
165 93 79
168 96 82
170 98 84
169 97 83
169 97 83
171 99 85
170 98 84
169 97 83
169 97 83
170 98 84
171 99 85
169 97 83
168 99 84
169 97 83
168 96 82
168 96 82
166 97 82
166 97 82
166 97 82
167 98 83
167 98 83
168 99 84
166 99 83
164 97 81
166 99 83
166 99 83
166 99 83
167 100 84
166 96 84
164 98 84
167 97 85
169 97 85
170 98 86
171 99 87
171 104 88
170 101 86
171 102 87
171 102 87
171 102 87
172 100 86
172 96 83
169 95 82
172 98 85
172 98 85
170 96 83
165 96 81
166 97 82
165 98 82
163 94 79
164 95 80
167 98 83
169 97 83
170 98 84
173 101 87
172 100 86
172 100 86
170 98 84
170 98 84
173 101 87
173 101 87
170 98 84
169 97 83
169 97 83
168 96 82
168 96 82
168 96 82
169 97 83
168 96 82
170 96 83
171 97 84
170 96 83
170 96 83
171 97 84
171 97 84
172 98 85
171 97 84
170 96 83
168 94 81
168 94 81
168 94 81
171 97 84
172 98 85
172 98 85
171 97 84
171 95 82
170 96 83
171 99 85
172 100 86
172 100 86
173 101 87
173 101 87
172 103 88
173 104 89
172 103 88
172 103 88
171 102 87
170 101 86
172 100 86
171 99 85
174 102 88
174 102 88
172 100 86
