500 269
150 102 62
161 113 73
173 121 84
168 116 77
174 122 83
172 119 79
174 118 83
172 114 77
166 111 72
177 122 81
177 120 77
177 120 77
176 119 76
175 118 75
180 123 80
180 123 80
175 116 72
177 115 74
181 117 79
180 114 79
185 120 82
183 118 80
179 115 80
179 115 79
176 114 75
178 116 75
177 116 72
175 114 70
175 112 71
176 113 72
178 116 75
174 112 71
172 110 69
171 109 68
173 109 73
173 111 74
176 114 77
174 114 77
175 113 76
171 109 72
173 113 76
175 115 78
170 107 72
172 109 74
174 111 76
174 111 76
175 112 77
166 103 68
170 107 72
169 106 71
173 107 72
174 109 71
177 107 71
178 109 70
178 109 70
173 104 65
176 107 68
175 107 68
175 107 68
173 108 68
170 105 65
170 105 65
166 103 62
166 103 62
167 105 64
171 109 68
174 110 72
173 109 71
172 108 72
170 106 70
168 104 68
165 101 65
169 103 68
168 102 67
169 105 67
171 107 69
170 102 63
174 106 67
174 106 67
174 106 67
176 107 68
169 100 61
173 105 66
171 103 64
176 106 70
175 105 69
169 101 62
171 103 64
174 106 67
173 105 66
171 106 66
170 105 65
169 103 68
168 104 68
168 104 69
165 102 67
168 102 67
169 103 68
164 100 62
164 100 62
165 99 64
164 98 63
165 101 65
165 101 65
162 96 61
162 96 61
166 102 66
166 102 66
168 103 65
170 105 67
172 109 68
170 107 66
169 104 64
169 104 64
167 104 61
165 102 59
166 101 61
163 98 58
165 100 62
169 104 66
172 104 69
173 105 70
172 104 69
171 103 68
174 106 71
167 99 62
169 104 64
163 98 56
162 97 57
167 102 62
163 98 60
165 100 62
170 107 66
170 107 66
171 106 64
168 103 61
177 108 66
181 112 70
177 110 68
180 113 70
179 112 69
171 104 59
175 108 66
177 110 68
174 107 64
175 108 65
179 110 68
183 114 72
184 117 74
181 114 71
174 107 65
180 113 71
183 116 73
179 112 69
179 110 68
181 112 70
178 111 68
178 111 68
181 114 71
180 113 70
181 114 72
179 112 70
180 111 70
180 111 70
175 108 65
174 107 64
181 113 74
181 114 72
180 113 70
180 113 68
178 109 67
178 110 65
170 103 58
176 110 62
179 112 67
177 110 65
182 118 72
176 112 66
179 112 69
179 112 69
172 108 62
174 110 64
176 109 64
177 110 65
175 108 63
176 109 64
184 115 74
180 111 70
172 105 62
176 112 68
172 107 65
163 100 57
169 102 59
176 109 66
176 107 66
179 110 69
179 112 69
181 114 71
181 112 71
178 109 68
179 112 69
182 115 72
182 113 72
178 109 68
179 112 69
182 115 72
185 118 76
180 113 71
181 114 71
181 114 71
181 112 71
178 109 68
179 112 70
180 113 71
179 112 69
180 113 70
183 116 73
178 111 68
178 113 71
180 115 73
180 117 73
174 111 67
182 117 75
176 111 69
175 112 69
177 114 71
181 118 75
177 114 71
176 113 69
174 111 67
176 112 68
177 113 69
176 113 70
172 109 66
172 109 68
171 108 67
171 109 70
170 108 69
171 107 72
172 108 73
175 111 75
174 110 74
174 110 74
171 107 69
169 107 68
173 114 72
179 120 78
171 114 71
171 109 68
175 116 74
175 116 74
174 115 73
179 117 78
181 117 79
178 113 75
179 114 76
178 112 77
178 112 77
177 113 77
179 115 79
176 114 77
174 112 75
171 112 72
179 120 80
174 116 78
172 114 76
166 108 70
173 115 77
167 109 71
159 111 71
165 116 76
173 121 84
173 119 81
176 123 83
177 124 84
179 121 84
177 119 82
175 117 79
178 120 80
178 121 78
178 121 78
179 122 79
176 119 76
179 122 79
183 124 82
183 124 80
184 122 81
185 121 83
184 118 83
182 116 81
183 117 82
181 117 81
181 117 81
179 117 78
176 114 73
176 114 73
180 119 75
183 120 79
180 117 76
178 116 75
175 113 72
173 111 70
175 113 72
177 113 75
175 111 75
174 112 75
174 112 75
171 109 72
174 112 75
173 111 74
170 110 73
168 105 70
168 105 70
173 110 75
174 111 76
169 106 71
168 105 70
169 106 71
169 105 70
170 104 69
173 108 70
176 108 71
181 112 73
181 112 73
176 107 68
178 109 70
177 109 70
177 109 70
174 109 69
173 108 68
172 107 67
174 109 69
174 111 70
175 112 71
174 111 70
173 109 71
173 109 71
175 109 74
172 108 72
170 104 69
170 104 69
171 105 70
170 104 69
172 107 69
171 106 68
172 104 65
176 108 69
176 108 69
177 109 70
176 107 68
171 102 63
174 106 67
176 108 69
174 104 68
176 106 70
172 104 65
174 106 67
173 105 66
171 103 64
171 106 66
171 106 66
170 105 67
170 104 69
170 106 70
164 100 64
164 98 63
166 100 65
165 100 62
166 101 63
164 98 63
163 97 62
166 100 65
168 102 67
167 101 66
169 103 68
170 104 69
170 104 69
169 104 66
171 106 68
170 105 65
171 106 66
174 109 69
174 109 69
172 107 67
171 106 66
171 106 66
168 103 63
171 106 68
173 108 70
176 108 71
177 109 74
175 107 72
175 107 72
176 108 73
171 103 66
171 103 64
165 100 58
166 101 61
169 104 64
167 102 64
172 107 67
174 109 69
175 112 71
178 113 71
