500 392
73 86 130
68 85 129
69 88 128
69 89 124
71 86 129
70 88 134
72 90 136
71 88 134
69 87 133
67 85 131
70 88 134
72 90 136
71 89 135
69 87 133
68 86 132
70 88 134
70 88 134
68 86 132
64 82 128
65 82 128
65 83 131
66 84 132
67 85 131
66 84 130
64 82 130
64 82 128
68 86 132
70 88 136
69 88 131
68 87 129
65 84 127
65 84 127
65 84 127
69 86 130
68 87 129
63 84 127
62 83 126
64 83 126
65 84 127
63 82 125
64 81 125
63 80 124
64 81 125
63 81 127
61 82 127
62 85 129
65 88 132
64 89 129
63 86 128
61 86 127
62 87 128
61 84 126
61 86 127
60 85 126
60 85 126
58 84 133
59 82 132
56 79 129
57 79 129
57 79 129
59 81 131
60 80 131
61 83 133
60 83 133
61 84 134
60 82 132
59 82 132
59 82 134
55 81 130
57 80 130
57 83 132
59 81 130
58 81 131
59 81 131
59 82 132
60 82 132
59 81 128
55 81 130
54 80 129
52 80 128
49 81 128
52 84 131
58 78 128
56 78 127
58 81 133
54 81 136
55 84 140
56 85 141
53 83 135
46 79 124
51 81 131
53 83 135
53 83 137
53 82 138
49 84 140
55 85 139
53 84 130
48 82 130
51 81 135
53 84 138
52 83 138
51 80 136
51 77 126
51 79 126
50 81 128
53 79 128
57 79 129
57 78 131
56 79 129
57 79 129
54 76 126
54 77 129
56 79 129
56 79 129
58 80 129
56 79 129
57 80 130
55 77 127
54 77 127
50 76 125
52 78 127
53 79 128
57 80 130
58 80 130
59 82 132
58 80 130
56 78 128
57 81 129
58 80 130
58 80 130
63 85 135
63 85 135
62 84 134
60 82 132
61 84 134
57 83 132
57 83 132
58 84 133
56 82 131
58 81 131
60 82 132
60 82 132
60 82 132
59 82 132
57 80 130
58 81 131
59 82 134
59 81 131
59 81 131
59 82 132
56 82 131
52 78 127
56 79 129
57 80 130
58 80 130
57 80 130
54 80 129
52 78 127
56 79 129
56 79 129
56 79 129
57 79 129
58 81 131
62 84 134
60 82 132
59 82 132
57 80 130
58 80 130
60 82 132
54 82 130
52 84 131
57 85 133
55 86 133
53 85 132
57 88 135
58 90 137
65 88 138
66 88 138
63 86 136
61 87 136
58 89 136
58 92 138
58 92 138
57 89 136
56 87 134
58 89 136
59 90 137
58 89 136
57 89 136
57 89 136
56 88 135
55 87 134
53 85 132
49 81 128
53 84 131
55 86 133
55 86 133
55 86 133
55 86 133
56 88 135
55 87 134
54 85 132
50 81 128
49 80 127
51 82 129
53 84 131
49 80 127
50 81 128
50 81 128
50 82 129
53 85 132
49 81 128
51 83 130
53 84 131
50 81 128
48 79 126
50 81 128
50 81 128
49 81 128
49 82 127
47 78 124
51 79 127
52 80 130
49 80 127
51 82 129
50 81 128
50 81 128
50 81 128
54 85 132
55 86 133
54 86 133
55 86 133
54 85 132
57 88 135
54 86 133
49 81 128
49 81 128
49 82 127
50 81 127
49 82 127
48 79 126
49 80 127
50 81 128
51 83 130
56 87 134
55 86 133
53 85 132
54 88 134
55 87 134
58 86 134
53 85 132
55 86 133
56 87 134
58 84 133
59 82 132
63 83 134
61 83 133
60 82 132
60 82 132
58 81 131
59 82 132
58 81 131
56 82 131
60 83 133
61 84 134
62 84 134
61 84 134
62 85 135
61 84 134
60 83 133
61 83 133
61 84 134
60 83 133
59 85 134
58 86 134
56 87 134
57 85 133
63 85 135
64 86 136
62 84 134
58 80 130
56 82 131
54 86 133
51 82 129
52 84 131
54 85 132
54 85 132
55 86 133
55 87 134
54 86 133
55 87 134
56 88 135
55 87 134
53 85 132
53 84 131
57 85 133
57 85 132
52 85 130
52 85 130
52 86 131
53 86 131
55 86 132
54 85 131
53 84 130
54 85 132
55 87 134
55 86 133
55 86 133
57 85 133
58 86 134
59 85 134
58 86 134
58 89 136
60 91 138
58 89 136
58 89 136
58 89 136
58 89 136
57 89 136
55 86 133
55 87 134
55 87 134
56 87 134
56 87 134
56 87 134
57 88 135
55 87 134
53 87 133
55 86 133
55 87 134
58 86 134
61 83 133
61 84 134
58 84 133
61 83 133
60 83 133
59 81 131
57 85 133
58 90 137
57 89 136
56 88 135
58 90 137
57 89 136
57 91 137
56 88 135
55 86 133
55 87 134
58 84 133
62 84 134
63 86 136
65 87 137
64 86 136
64 87 137
65 88 138
64 87 137
63 86 136
59 85 134
65 87 137
70 87 139
68 85 137
66 83 135
65 82 136
68 85 137
70 87 141
66 84 134
67 85 133
67 85 131
68 86 134
69 87 133
71 89 137
71 89 135
70 88 134
72 90 136
76 94 142
78 95 141
80 94 139
85 98 142
84 98 143
82 98 147
84 99 142
88 101 145
88 101 143
88 102 141
90 104 143
89 98 141
93 99 147
94 103 146
92 101 144
84 96 138
83 96 138
77 90 134
75 94 127
69 82 124
66 83 127
66 85 125
66 86 123
65 84 126
68 86 132
69 87 133
68 86 132
69 87 133
65 83 129
69 87 133
69 87 133
68 86 132
67 85 131
63 81 127
65 83 129
65 83 129
65 83 129
63 81 127
63 81 127
65 83 129
65 83 129
65 83 129
65 83 129
65 83 129
64 83 126
67 85 131
69 87 133
69 87 133
68 86 134
65 81 130
66 84 132
65 83 131
65 82 128
65 83 129
66 84 132
65 84 127
64 82 128
66 82 131
66 84 130
63 81 129
60 78 124
63 81 127
63 81 129
61 81 131
60 82 131
66 90 136
63 88 129
61 85 129
61 85 131
59 84 125
57 81 125
58 82 128
58 82 126
59 83 129
57 80 130
59 81 131
60 83 133
56 79 129
56 79 129
58 81 131
56 79 129
59 82 132
60 82 132
59 82 132
59 82 132
59 82 132
61 81 132
59 81 131
56 78 128
58 81 131
59 82 132
56 79 129
56 82 131
59 81 131
60 80 131
60 82 132
59 82 132
55 81 130
53 79 128
53 81 129
50 81 128
50 73 123
54 77 127
54 80 129
50 81 135
53 84 141
54 85 142
52 82 132
50 81 127
50 81 128
52 79 132
54 85 139
52 83 137
52 83 137
56 86 136
54 82 129
50 81 128
49 81 130
48 80 131
51 80 136
55 85 139
51 81 131
49 82 127
50 81 128
53 80 127
57 79 128
56 79 129
56 79 129
56 79 129
54 77 127
57 79 129
57 80 130
56 79 129
56 79 129
56 79 131
56 79 129
57 80 130
53 79 128
51 77 126
52 78 127
54 80 129
60 82 131
60 82 132
60 82 132
59 81 131
57 79 129
56 80 128
56 79 129
57 80 130
61 84 134
62 85 135
62 85 135
62 85 135
60 82 132
56 79 129
56 82 131
58 81 131
59 82 132
59 81 131
59 82 132
59 82 134
60 82 132
60 82 132
59 82 132
59 82 132
59 82 132
58 84 133
60 82 132
59 81 131
59 82 132
55 78 128
57 80 130
59 82 132
59 82 132
60 82 132
52 78 127
51 77 126
57 80 130
56 79 129
56 79 129
60 82 132
59 82 132
60 82 132
59 82 132
59 82 132
59 82 132
59 82 132
60 82 132
55 83 131
49 81 128
56 84 132
54 85 132
57 88 135
56 87 134
55 86 133
66 88 138
65 88 138
62 85 135
58 86 134
56 87 134
59 91 138
57 89 136
56 88 135
54 85 132
58 86 134
56 87 134
55 87 134
55 87 134
57 89 136
59 91 138
56 88 135
55 87 134
52 83 130
54 85 132
56 84 132
54 85 132
54 85 132
55 86 133
56 87 134
54 85 132
55 86 133
51 82 129
50 81 128
49 80 127
50 81 128
50 81 128
50 81 128
50 81 128
51 82 129
53 85 132
53 85 132
54 86 133
51 82 129
48 79 126
50 81 128
50 81 128
51 82 129
51 82 129
49 80 127
48 79 126
51 79 127
50 81 128
50 81 128
50 81 128
50 81 128
50 81 128
49 80 127
54 85 132
55 86 133
54 85 132
54 85 132
54 85 132
55 83 131
53 84 131
49 81 128
48 80 127
50 81 128
50 81 128
52 80 128
51 82 129
49 81 128
49 80 127
51 82 129
54 85 132
53 85 132
52 84 131
56 88 135
54 85 132
54 85 132
52 86 132
55 86 133
56 87 134
59 85 134
59 82 132
59 82 132
57 83 132
60 82 132
61 84 134
57 80 130
58 81 131
61 83 133
60 83 133
60 82 132
60 82 132
59 82 132
58 81 131
63 86 136
59 82 132
59 82 132
59 82 132
59 82 132
57 83 132
56 87 133
58 86 134
55 87 134
57 88 135
63 86 136
62 85 135
62 86 134
57 85 133
56 84 132
55 86 133
53 84 131
49 80 127
53 84 131
55 86 133
54 85 132
55 86 133
51 85 131
54 85 132
56 88 135
53 84 131
53 84 131
54 85 132
54 85 132
54 85 132
53 85 132
54 85 132
54 85 132
55 86 133
57 88 135
54 85 132
54 85 132
52 86 132
54 85 132
53 84 131
54 85 132
53 85 132
50 84 130
54 86 133
56 87 134
55 87 134
54 86 133
54 86 133
56 87 134
55 87 134
56 87 134
55 87 134
56 87 134
56 87 134
56 87 134
56 87 134
56 87 134
57 88 135
53 84 131
52 83 130
53 84 131
54 85 132
54 86 133
60 86 135
59 81 131
