414 500
110 93 39
98 83 28
122 110 58
149 142 88
140 132 83
127 119 70
137 125 75
116 98 50
115 87 40
126 98 50
127 104 54
103 86 30
111 94 38
106 94 34
71 60 4
76 70 12
72 65 10
89 86 31
58 60 10
64 67 20
59 60 16
71 68 25
70 58 16
84 69 26
70 51 9
78 59 17
102 83 41
74 57 14
60 46 7
50 41 2
52 48 10
50 48 10
51 47 10
70 68 30
62 62 24
48 53 13
44 55 12
37 53 8
33 49 2
32 50 2
38 54 7
51 63 17
72 73 33
71 67 29
86 81 43
46 42 4
45 41 3
58 59 19
68 73 32
45 52 10
61 70 25
62 74 28
61 73 25
70 84 33
83 100 48
77 94 39
83 101 41
101 119 57
72 86 27
99 113 54
82 93 37
75 85 32
77 86 39
56 64 23
38 43 13
49 53 26
51 55 22
48 53 13
46 54 7
46 55 2
91 100 45
111 120 63
108 116 57
132 142 82
119 133 74
115 131 69
62 73 13
109 119 58
173 177 118
129 130 72
117 116 62
110 108 57
82 81 33
64 61 18
85 79 45
124 115 86
125 110 87
136 124 102
98 90 67
96 92 67
104 99 79
60 59 39
114 118 101
167 174 158
181 189 176
148 156 143
142 150 135
173 181 166
121 127 117
52 58 48
66 68 57
43 45 32
136 136 124
148 149 133
174 175 157
154 156 135
104 103 83
113 112 91
93 93 65
134 135 103
148 148 110
131 132 92
90 88 47
89 87 46
79 75 37
112 110 69
99 98 54
124 126 79
152 149 106
52 49 8
89 84 46
90 84 50
60 54 28
121 116 94
87 86 68
59 60 44
56 59 40
55 57 35
81 82 50
84 85 51
54 54 26
80 82 58
24 28 5
31 34 13
32 37 15
37 42 20
34 42 18
34 40 14
49 50 19
44 44 10
55 55 21
49 49 11
57 57 19
71 72 30
73 74 30
88 90 43
68 69 25
58 59 15
73 71 30
81 79 38
73 71 30
163 161 120
77 76 32
83 82 38
80 79 33
77 76 28
89 89 39
99 99 49
78 77 29
67 66 20
70 67 24
104 101 56
71 70 22
69 69 19
80 82 32
66 68 18
76 78 31
121 122 78
104 107 64
51 52 8
78 76 27
54 51 0
84 83 27
118 117 61
72 73 15
90 91 33
85 89 30
87 91 30
78 79 19
94 99 33
102 107 41
96 103 36
120 121 61
117 117 63
44 41 0
69 64 24
64 56 17
77 68 29
97 85 45
132 120 78
142 128 81
145 131 82
135 123 73
96 84 36
71 57 18
82 69 27
86 73 28
88 76 26
79 67 17
79 67 19
76 64 22
58 49 8
90 82 45
61 56 16
76 71 29
63 59 14
75 72 27
68 65 22
99 97 56
93 91 53
75 74 43
65 66 35
43 47 14
44 47 16
36 30 6
39 28 8
38 22 7
46 28 14
34 16 2
35 22 6
37 29 10
39 37 12
37 36 6
82 80 42
67 59 20
101 90 45
132 120 72
87 84 29
57 67 7
85 106 39
91 113 41
92 114 39
96 109 37
93 109 34
81 106 25
94 123 43
90 117 40
89 113 39
105 121 50
94 104 35
113 109 45
126 115 53
135 115 56
119 98 43
142 123 80
133 117 81
69 53 27
68 52 29
84 69 46
87 73 47
156 145 117
96 87 58
71 61 36
74 68 46
52 49 32
22 23 5
70 74 51
83 88 56
106 107 65
96 96 46
92 89 34
101 96 40
93 86 31
96 86 33
81 69 21
99 86 41
102 89 47
95 84 39
105 97 50
100 97 46
83 83 29
88 96 37
93 109 46
91 114 46
85 115 45
88 124 52
91 135 60
82 130 54
79 123 46
77 119 43
90 126 54
88 117 50
109 127 69
151 159 108
158 156 115
181 177 142
166 162 133
156 156 130
158 158 132
156 159 132
156 156 128
165 165 137
139 142 113
138 141 112
155 155 131
151 153 129
142 144 120
132 137 105
126 132 86
126 132 72
138 144 70
131 136 54
114 116 33
129 130 50
127 129 56
107 110 39
128 131 64
114 120 48
113 117 41
107 111 34
107 107 33
99 99 27
118 117 50
136 137 69
97 98 30
94 100 30
122 134 60
117 131 56
112 126 49
126 140 63
115 126 50
111 122 46
115 121 47
101 105 31
119 120 52
109 105 41
129 120 63
146 136 85
122 114 68
94 89 47
75 70 28
108 106 58
79 78 22
115 115 53
169 169 105
133 134 68
141 142 76
164 164 100
123 123 61
110 110 50
103 98 40
145 140 82
144 139 84
137 134 79
133 130 79
139 137 86
111 110 56
100 99 43
110 109 53
123 122 68
118 117 73
109 107 68
97 94 59
91 88 53
87 84 53
109 106 75
139 134 104
89 84 54
83 77 45
173 169 134
167 165 127
167 166 122
150 148 99
128 123 67
138 133 69
138 131 61
112 105 35
143 138 70
147 141 79
140 137 82
159 155 107
143 142 96
136 138 91
125 133 82
109 122 69
102 121 65
91 117 56
94 122 61
92 117 60
89 112 56
101 119 69
96 112 63
97 115 63
130 147 93
119 130 74
115 123 64
149 150 92
157 155 96
151 147 86
141 137 76
131 126 70
114 112 55
108 103 47
135 130 74
127 125 68
133 131 74
146 145 88
108 108 48
87 87 27
121 121 57
118 121 52
138 142 68
121 128 48
104 112 27
113 123 34
138 148 59
124 134 48
119 128 49
132 135 64
107 107 45
76 69 17
107 94 50
94 78 42
93 75 39
101 81 46
98 80 42
99 83 49
118 108 73
91 90 60
38 42 15
94 102 78
161 167 141
145 144 114
171 168 133
99 97 59
145 146 106
157 158 116
136 137 95
104 107 62
103 106 61
142 141 97
122 121 77
126 125 81
111 110 66
114 112 71
115 113 72
114 112 74
114 112 74
163 163 129
163 164 130
160 161 129
148 152 117
167 173 137
132 139 98
139 148 101
171 182 126
136 147 79
135 146 70
148 157 78
93 101 18
115 123 38
112 122 33
110 120 31
108 123 30
118 135 41
111 130 38
122 142 53
114 132 46
108 122 37
137 146 63
153 158 74
145 149 65
140 142 58
138 142 55
125 131 43
124 133 50
109 115 51
68 74 26
29 33 0
69 69 41
162 160 122
150 147 102
145 144 90
148 148 94
166 165 117
128 130 90
124 125 93
158 161 132
146 149 120
142 146 119
143 152 131
152 163 146
160 172 158
140 151 135
163 167 150
176 178 154
169 166 135
110 106 71
98 92 58
118 110 74
121 112 73
130 118 78
134 125 82
142 135 93
143 137 101
153 152 121
144 146 122
135 140 120
169 173 158
151 155 141
97 80 28
88 72 20
169 157 105
127 120 68
147 139 90
145 137 88
88 78 29
93 77 28
107 83 37
105 78 31
122 102 51
126 110 58
113 100 45
105 94 38
131 125 67
117 112 56
100 97 42
106 106 54
57 64 13
76 84 37
82 88 44
98 99 57
111 104 62
102 89 47
88 73 30
104 87 44
87 70 27
74 57 14
57 44 2
53 44 3
60 56 18
61 59 21
50 46 9
56 54 16
54 54 16
51 56 16
47 58 15
46 62 17
39 55 8
41 59 11
43 59 12
66 78 32
60 62 22
48 46 7
70 66 28
50 48 9
58 56 17
50 52 12
49 54 13
57 64 22
62 69 25
71 80 35
64 76 28
62 76 25
62 79 27
70 87 32
64 82 22
95 111 49
65 79 20
64 78 19
67 78 22
66 76 23
58 67 20
47 55 14
47 54 20
43 48 16
43 49 13
45 52 10
57 65 16
73 82 29
90 99 44
118 127 70
137 146 89
140 149 94
110 123 69
127 142 87
117 128 72
98 107 52
180 185 131
135 135 85
120 119 71
127 126 80
70 68 27
88 86 48
105 100 70
91 84 58
94 83 61
88 77 57
94 88 66
104 99 77
61 59 38
67 69 48
94 98 81
167 174 158
173 181 166
178 186 171
172 180 165
163 169 155
152 158 146
46 49 38
33 36 25
77 79 68
203 205 192
156 158 144
179 182 163
164 167 146
169 171 150
138 140 116
105 108 79
182 186 153
156 158 121
145 147 107
109 110 70
143 144 104
161 159 120
125 123 84
97 98 54
140 141 97
151 150 106
105 103 62
157 153 116
151 146 114
98 94 67
93 91 70
36 37 19
31 34 15
75 78 59
69 73 50
49 52 21
48 49 17
30 33 4
46 48 24
27 31 8
26 29 8
24 29 7
34 39 17
41 46 24
29 33 10
67 67 41
63 62 32
71 70 39
88 88 54
80 80 44
75 75 37
96 97 57
74 75 33
87 88 46
97 98 58
70 68 29
68 66 27
82 80 42
73 71 33
90 88 49
83 81 42
82 81 37
75 74 28
90 90 40
81 81 31
70 69 21
113 112 66
102 99 54
83 80 35
81 81 31
92 92 40
